country_iso3,country,indicator,year,value
,Argentina,5.0.AMeanIncGr.All,2014,3.09733518
,Argentina,5.0.AMeanIncGr.All,2013,
,Argentina,5.0.AMeanIncGr.All,2012,
,Argentina,5.0.AMeanIncGr.All,2011,
,Argentina,5.0.AMeanIncGr.All,2010,
,Argentina,5.0.AMeanIncGr.All,2009,
,Argentina,5.0.AMeanIncGr.All,2008,
,Argentina,5.0.AMeanIncGr.All,2007,
,Argentina,5.0.AMeanIncGr.All,2006,
,Argentina,5.0.AMeanIncGr.All,2005,
,Argentina,5.0.AMeanIncGr.All,2004,
,Argentina,5.0.AMeanIncGr.All,2003,
,Argentina,5.0.AMeanIncGr.All,2002,
,Argentina,5.0.AMeanIncGr.All,2001,
,Argentina,5.0.AMeanIncGr.All,2000,
,Bolivia,5.0.AMeanIncGr.All,2014,4.64522985
,Bolivia,5.0.AMeanIncGr.All,2013,
,Bolivia,5.0.AMeanIncGr.All,2012,
,Bolivia,5.0.AMeanIncGr.All,2011,
,Bolivia,5.0.AMeanIncGr.All,2010,
,Bolivia,5.0.AMeanIncGr.All,2009,
,Bolivia,5.0.AMeanIncGr.All,2008,
,Bolivia,5.0.AMeanIncGr.All,2007,
,Bolivia,5.0.AMeanIncGr.All,2006,
,Bolivia,5.0.AMeanIncGr.All,2005,
,Bolivia,5.0.AMeanIncGr.All,2004,
,Bolivia,5.0.AMeanIncGr.All,2003,
,Bolivia,5.0.AMeanIncGr.All,2002,
,Bolivia,5.0.AMeanIncGr.All,2001,
,Bolivia,5.0.AMeanIncGr.All,2000,
,Brazil,5.0.AMeanIncGr.All,2014,4.52617472
,Brazil,5.0.AMeanIncGr.All,2013,
,Brazil,5.0.AMeanIncGr.All,2012,
,Brazil,5.0.AMeanIncGr.All,2011,
,Brazil,5.0.AMeanIncGr.All,2010,
,Brazil,5.0.AMeanIncGr.All,2009,
,Brazil,5.0.AMeanIncGr.All,2008,
,Brazil,5.0.AMeanIncGr.All,2007,
,Brazil,5.0.AMeanIncGr.All,2006,
,Brazil,5.0.AMeanIncGr.All,2005,
,Brazil,5.0.AMeanIncGr.All,2004,
,Brazil,5.0.AMeanIncGr.All,2003,
,Brazil,5.0.AMeanIncGr.All,2002,
,Brazil,5.0.AMeanIncGr.All,2001,
,Brazil,5.0.AMeanIncGr.All,2000,
,Chile,5.0.AMeanIncGr.All,2014,3.48357297
,Chile,5.0.AMeanIncGr.All,2013,
,Chile,5.0.AMeanIncGr.All,2012,
,Chile,5.0.AMeanIncGr.All,2011,
,Chile,5.0.AMeanIncGr.All,2010,
,Chile,5.0.AMeanIncGr.All,2009,
,Chile,5.0.AMeanIncGr.All,2008,
,Chile,5.0.AMeanIncGr.All,2007,
,Chile,5.0.AMeanIncGr.All,2006,
,Chile,5.0.AMeanIncGr.All,2005,
,Chile,5.0.AMeanIncGr.All,2004,
,Chile,5.0.AMeanIncGr.All,2003,
,Chile,5.0.AMeanIncGr.All,2002,
,Chile,5.0.AMeanIncGr.All,2001,
,Chile,5.0.AMeanIncGr.All,2000,
,Paraguay,5.0.AMeanIncGr.All,2014,4.92033421
,Paraguay,5.0.AMeanIncGr.All,2013,
,Paraguay,5.0.AMeanIncGr.All,2012,
,Paraguay,5.0.AMeanIncGr.All,2011,
,Paraguay,5.0.AMeanIncGr.All,2010,
,Paraguay,5.0.AMeanIncGr.All,2009,
,Paraguay,5.0.AMeanIncGr.All,2008,
,Paraguay,5.0.AMeanIncGr.All,2007,
,Paraguay,5.0.AMeanIncGr.All,2006,
,Paraguay,5.0.AMeanIncGr.All,2005,
,Paraguay,5.0.AMeanIncGr.All,2004,
,Paraguay,5.0.AMeanIncGr.All,2003,
,Paraguay,5.0.AMeanIncGr.All,2002,
,Paraguay,5.0.AMeanIncGr.All,2001,
,Paraguay,5.0.AMeanIncGr.All,2000,
,Uruguay,5.0.AMeanIncGr.All,2014,5.08087382
,Uruguay,5.0.AMeanIncGr.All,2013,
,Uruguay,5.0.AMeanIncGr.All,2012,
,Uruguay,5.0.AMeanIncGr.All,2011,
,Uruguay,5.0.AMeanIncGr.All,2010,
,Uruguay,5.0.AMeanIncGr.All,2009,
,Uruguay,5.0.AMeanIncGr.All,2008,
,Uruguay,5.0.AMeanIncGr.All,2007,
,Uruguay,5.0.AMeanIncGr.All,2006,
,Uruguay,5.0.AMeanIncGr.All,2005,
,Uruguay,5.0.AMeanIncGr.All,2004,
,Uruguay,5.0.AMeanIncGr.All,2003,
,Uruguay,5.0.AMeanIncGr.All,2002,
,Uruguay,5.0.AMeanIncGr.All,2001,
,Uruguay,5.0.AMeanIncGr.All,2000,
,Argentina,5.0.AMeanIncGr.B40,2014,5.973573
,Argentina,5.0.AMeanIncGr.B40,2013,
,Argentina,5.0.AMeanIncGr.B40,2012,
,Argentina,5.0.AMeanIncGr.B40,2011,
,Argentina,5.0.AMeanIncGr.B40,2010,
,Argentina,5.0.AMeanIncGr.B40,2009,
,Argentina,5.0.AMeanIncGr.B40,2008,
,Argentina,5.0.AMeanIncGr.B40,2007,
,Argentina,5.0.AMeanIncGr.B40,2006,
,Argentina,5.0.AMeanIncGr.B40,2005,
,Argentina,5.0.AMeanIncGr.B40,2004,
,Argentina,5.0.AMeanIncGr.B40,2003,
,Argentina,5.0.AMeanIncGr.B40,2002,
,Argentina,5.0.AMeanIncGr.B40,2001,
,Argentina,5.0.AMeanIncGr.B40,2000,
,Bolivia,5.0.AMeanIncGr.B40,2014,9.55118861
,Bolivia,5.0.AMeanIncGr.B40,2013,
,Bolivia,5.0.AMeanIncGr.B40,2012,
,Bolivia,5.0.AMeanIncGr.B40,2011,
,Bolivia,5.0.AMeanIncGr.B40,2010,
,Bolivia,5.0.AMeanIncGr.B40,2009,
,Bolivia,5.0.AMeanIncGr.B40,2008,
,Bolivia,5.0.AMeanIncGr.B40,2007,
,Bolivia,5.0.AMeanIncGr.B40,2006,
,Bolivia,5.0.AMeanIncGr.B40,2005,
,Bolivia,5.0.AMeanIncGr.B40,2004,
,Bolivia,5.0.AMeanIncGr.B40,2003,
,Bolivia,5.0.AMeanIncGr.B40,2002,
,Bolivia,5.0.AMeanIncGr.B40,2001,
,Bolivia,5.0.AMeanIncGr.B40,2000,
,Brazil,5.0.AMeanIncGr.B40,2014,6.82957929
,Brazil,5.0.AMeanIncGr.B40,2013,
,Brazil,5.0.AMeanIncGr.B40,2012,
,Brazil,5.0.AMeanIncGr.B40,2011,
,Brazil,5.0.AMeanIncGr.B40,2010,
,Brazil,5.0.AMeanIncGr.B40,2009,
,Brazil,5.0.AMeanIncGr.B40,2008,
,Brazil,5.0.AMeanIncGr.B40,2007,
,Brazil,5.0.AMeanIncGr.B40,2006,
,Brazil,5.0.AMeanIncGr.B40,2005,
,Brazil,5.0.AMeanIncGr.B40,2004,
,Brazil,5.0.AMeanIncGr.B40,2003,
,Brazil,5.0.AMeanIncGr.B40,2002,
,Brazil,5.0.AMeanIncGr.B40,2001,
,Brazil,5.0.AMeanIncGr.B40,2000,
,Chile,5.0.AMeanIncGr.B40,2014,5.06670936
,Chile,5.0.AMeanIncGr.B40,2013,
,Chile,5.0.AMeanIncGr.B40,2012,
,Chile,5.0.AMeanIncGr.B40,2011,
,Chile,5.0.AMeanIncGr.B40,2010,
,Chile,5.0.AMeanIncGr.B40,2009,
,Chile,5.0.AMeanIncGr.B40,2008,
,Chile,5.0.AMeanIncGr.B40,2007,
,Chile,5.0.AMeanIncGr.B40,2006,
,Chile,5.0.AMeanIncGr.B40,2005,
,Chile,5.0.AMeanIncGr.B40,2004,
,Chile,5.0.AMeanIncGr.B40,2003,
,Chile,5.0.AMeanIncGr.B40,2002,
,Chile,5.0.AMeanIncGr.B40,2001,
,Chile,5.0.AMeanIncGr.B40,2000,
,Paraguay,5.0.AMeanIncGr.B40,2014,5.26567246
,Paraguay,5.0.AMeanIncGr.B40,2013,
,Paraguay,5.0.AMeanIncGr.B40,2012,
,Paraguay,5.0.AMeanIncGr.B40,2011,
,Paraguay,5.0.AMeanIncGr.B40,2010,
,Paraguay,5.0.AMeanIncGr.B40,2009,
,Paraguay,5.0.AMeanIncGr.B40,2008,
,Paraguay,5.0.AMeanIncGr.B40,2007,
,Paraguay,5.0.AMeanIncGr.B40,2006,
,Paraguay,5.0.AMeanIncGr.B40,2005,
,Paraguay,5.0.AMeanIncGr.B40,2004,
,Paraguay,5.0.AMeanIncGr.B40,2003,
,Paraguay,5.0.AMeanIncGr.B40,2002,
,Paraguay,5.0.AMeanIncGr.B40,2001,
,Paraguay,5.0.AMeanIncGr.B40,2000,
,Uruguay,5.0.AMeanIncGr.B40,2014,6.69498661
,Uruguay,5.0.AMeanIncGr.B40,2013,
,Uruguay,5.0.AMeanIncGr.B40,2012,
,Uruguay,5.0.AMeanIncGr.B40,2011,
,Uruguay,5.0.AMeanIncGr.B40,2010,
,Uruguay,5.0.AMeanIncGr.B40,2009,
,Uruguay,5.0.AMeanIncGr.B40,2008,
,Uruguay,5.0.AMeanIncGr.B40,2007,
,Uruguay,5.0.AMeanIncGr.B40,2006,
,Uruguay,5.0.AMeanIncGr.B40,2005,
,Uruguay,5.0.AMeanIncGr.B40,2004,
,Uruguay,5.0.AMeanIncGr.B40,2003,
,Uruguay,5.0.AMeanIncGr.B40,2002,
,Uruguay,5.0.AMeanIncGr.B40,2001,
,Uruguay,5.0.AMeanIncGr.B40,2000,
,Argentina,5.1.AMeanIncGr.All,2014,
,Argentina,5.1.AMeanIncGr.All,2013,
,Argentina,5.1.AMeanIncGr.All,2012,
,Argentina,5.1.AMeanIncGr.All,2011,
,Argentina,5.1.AMeanIncGr.All,2010,
,Argentina,5.1.AMeanIncGr.All,2009,6.75080283
,Argentina,5.1.AMeanIncGr.All,2008,
,Argentina,5.1.AMeanIncGr.All,2007,
,Argentina,5.1.AMeanIncGr.All,2006,
,Argentina,5.1.AMeanIncGr.All,2005,
,Argentina,5.1.AMeanIncGr.All,2004,
,Argentina,5.1.AMeanIncGr.All,2003,
,Argentina,5.1.AMeanIncGr.All,2002,
,Argentina,5.1.AMeanIncGr.All,2001,
,Argentina,5.1.AMeanIncGr.All,2000,
,Bolivia,5.1.AMeanIncGr.All,2014,
,Bolivia,5.1.AMeanIncGr.All,2013,
,Bolivia,5.1.AMeanIncGr.All,2012,
,Bolivia,5.1.AMeanIncGr.All,2011,
,Bolivia,5.1.AMeanIncGr.All,2010,
,Bolivia,5.1.AMeanIncGr.All,2009,4.47137401
,Bolivia,5.1.AMeanIncGr.All,2008,
,Bolivia,5.1.AMeanIncGr.All,2007,
,Bolivia,5.1.AMeanIncGr.All,2006,
,Bolivia,5.1.AMeanIncGr.All,2005,
,Bolivia,5.1.AMeanIncGr.All,2004,
,Bolivia,5.1.AMeanIncGr.All,2003,
,Bolivia,5.1.AMeanIncGr.All,2002,
,Bolivia,5.1.AMeanIncGr.All,2001,
,Bolivia,5.1.AMeanIncGr.All,2000,
,Brazil,5.1.AMeanIncGr.All,2014,
,Brazil,5.1.AMeanIncGr.All,2013,
,Brazil,5.1.AMeanIncGr.All,2012,
,Brazil,5.1.AMeanIncGr.All,2011,
,Brazil,5.1.AMeanIncGr.All,2010,
,Brazil,5.1.AMeanIncGr.All,2009,4.98091384
,Brazil,5.1.AMeanIncGr.All,2008,
,Brazil,5.1.AMeanIncGr.All,2007,
,Brazil,5.1.AMeanIncGr.All,2006,
,Brazil,5.1.AMeanIncGr.All,2005,
,Brazil,5.1.AMeanIncGr.All,2004,
,Brazil,5.1.AMeanIncGr.All,2003,
,Brazil,5.1.AMeanIncGr.All,2002,
,Brazil,5.1.AMeanIncGr.All,2001,
,Brazil,5.1.AMeanIncGr.All,2000,
,Chile,5.1.AMeanIncGr.All,2014,
,Chile,5.1.AMeanIncGr.All,2013,
,Chile,5.1.AMeanIncGr.All,2012,
,Chile,5.1.AMeanIncGr.All,2011,
,Chile,5.1.AMeanIncGr.All,2010,
,Chile,5.1.AMeanIncGr.All,2009,3.05207661
,Chile,5.1.AMeanIncGr.All,2008,
,Chile,5.1.AMeanIncGr.All,2007,
,Chile,5.1.AMeanIncGr.All,2006,
,Chile,5.1.AMeanIncGr.All,2005,
,Chile,5.1.AMeanIncGr.All,2004,
,Chile,5.1.AMeanIncGr.All,2003,
,Chile,5.1.AMeanIncGr.All,2002,
,Chile,5.1.AMeanIncGr.All,2001,
,Chile,5.1.AMeanIncGr.All,2000,
,Paraguay,5.1.AMeanIncGr.All,2014,
,Paraguay,5.1.AMeanIncGr.All,2013,
,Paraguay,5.1.AMeanIncGr.All,2012,
,Paraguay,5.1.AMeanIncGr.All,2011,
,Paraguay,5.1.AMeanIncGr.All,2010,
,Paraguay,5.1.AMeanIncGr.All,2009,1.77890924
,Paraguay,5.1.AMeanIncGr.All,2008,
,Paraguay,5.1.AMeanIncGr.All,2007,
,Paraguay,5.1.AMeanIncGr.All,2006,
,Paraguay,5.1.AMeanIncGr.All,2005,
,Paraguay,5.1.AMeanIncGr.All,2004,
,Paraguay,5.1.AMeanIncGr.All,2003,
,Paraguay,5.1.AMeanIncGr.All,2002,
,Paraguay,5.1.AMeanIncGr.All,2001,
,Paraguay,5.1.AMeanIncGr.All,2000,
,Uruguay,5.1.AMeanIncGr.All,2014,
,Uruguay,5.1.AMeanIncGr.All,2013,
,Uruguay,5.1.AMeanIncGr.All,2012,
,Uruguay,5.1.AMeanIncGr.All,2011,
,Uruguay,5.1.AMeanIncGr.All,2010,
,Uruguay,5.1.AMeanIncGr.All,2009,7.07750095
,Uruguay,5.1.AMeanIncGr.All,2008,
,Uruguay,5.1.AMeanIncGr.All,2007,
,Uruguay,5.1.AMeanIncGr.All,2006,
,Uruguay,5.1.AMeanIncGr.All,2005,
,Uruguay,5.1.AMeanIncGr.All,2004,
,Uruguay,5.1.AMeanIncGr.All,2003,
,Uruguay,5.1.AMeanIncGr.All,2002,
,Uruguay,5.1.AMeanIncGr.All,2001,
,Uruguay,5.1.AMeanIncGr.All,2000,
,Argentina,5.1.AMeanIncGr.B40,2014,
,Argentina,5.1.AMeanIncGr.B40,2013,
,Argentina,5.1.AMeanIncGr.B40,2012,
,Argentina,5.1.AMeanIncGr.B40,2011,
,Argentina,5.1.AMeanIncGr.B40,2010,
,Argentina,5.1.AMeanIncGr.B40,2009,10.7621948
,Argentina,5.1.AMeanIncGr.B40,2008,
,Argentina,5.1.AMeanIncGr.B40,2007,
,Argentina,5.1.AMeanIncGr.B40,2006,
,Argentina,5.1.AMeanIncGr.B40,2005,
,Argentina,5.1.AMeanIncGr.B40,2004,
,Argentina,5.1.AMeanIncGr.B40,2003,
,Argentina,5.1.AMeanIncGr.B40,2002,
,Argentina,5.1.AMeanIncGr.B40,2001,
,Argentina,5.1.AMeanIncGr.B40,2000,
,Bolivia,5.1.AMeanIncGr.B40,2014,
,Bolivia,5.1.AMeanIncGr.B40,2013,
,Bolivia,5.1.AMeanIncGr.B40,2012,
,Bolivia,5.1.AMeanIncGr.B40,2011,
,Bolivia,5.1.AMeanIncGr.B40,2010,
,Bolivia,5.1.AMeanIncGr.B40,2009,13.7469089
,Bolivia,5.1.AMeanIncGr.B40,2008,
,Bolivia,5.1.AMeanIncGr.B40,2007,
,Bolivia,5.1.AMeanIncGr.B40,2006,
,Bolivia,5.1.AMeanIncGr.B40,2005,
,Bolivia,5.1.AMeanIncGr.B40,2004,
,Bolivia,5.1.AMeanIncGr.B40,2003,
,Bolivia,5.1.AMeanIncGr.B40,2002,
,Bolivia,5.1.AMeanIncGr.B40,2001,
,Bolivia,5.1.AMeanIncGr.B40,2000,
,Brazil,5.1.AMeanIncGr.B40,2014,
,Brazil,5.1.AMeanIncGr.B40,2013,
,Brazil,5.1.AMeanIncGr.B40,2012,
,Brazil,5.1.AMeanIncGr.B40,2011,
,Brazil,5.1.AMeanIncGr.B40,2010,
,Brazil,5.1.AMeanIncGr.B40,2009,7.5160407
,Brazil,5.1.AMeanIncGr.B40,2008,
,Brazil,5.1.AMeanIncGr.B40,2007,
,Brazil,5.1.AMeanIncGr.B40,2006,
,Brazil,5.1.AMeanIncGr.B40,2005,
,Brazil,5.1.AMeanIncGr.B40,2004,
,Brazil,5.1.AMeanIncGr.B40,2003,
,Brazil,5.1.AMeanIncGr.B40,2002,
,Brazil,5.1.AMeanIncGr.B40,2001,
,Brazil,5.1.AMeanIncGr.B40,2000,
,Chile,5.1.AMeanIncGr.B40,2014,
,Chile,5.1.AMeanIncGr.B40,2013,
,Chile,5.1.AMeanIncGr.B40,2012,
,Chile,5.1.AMeanIncGr.B40,2011,
,Chile,5.1.AMeanIncGr.B40,2010,
,Chile,5.1.AMeanIncGr.B40,2009,4.73409889
,Chile,5.1.AMeanIncGr.B40,2008,
,Chile,5.1.AMeanIncGr.B40,2007,
,Chile,5.1.AMeanIncGr.B40,2006,
,Chile,5.1.AMeanIncGr.B40,2005,
,Chile,5.1.AMeanIncGr.B40,2004,
,Chile,5.1.AMeanIncGr.B40,2003,
,Chile,5.1.AMeanIncGr.B40,2002,
,Chile,5.1.AMeanIncGr.B40,2001,
,Chile,5.1.AMeanIncGr.B40,2000,
,Paraguay,5.1.AMeanIncGr.B40,2014,
,Paraguay,5.1.AMeanIncGr.B40,2013,
,Paraguay,5.1.AMeanIncGr.B40,2012,
,Paraguay,5.1.AMeanIncGr.B40,2011,
,Paraguay,5.1.AMeanIncGr.B40,2010,
,Paraguay,5.1.AMeanIncGr.B40,2009,2.60466566
,Paraguay,5.1.AMeanIncGr.B40,2008,
,Paraguay,5.1.AMeanIncGr.B40,2007,
,Paraguay,5.1.AMeanIncGr.B40,2006,
,Paraguay,5.1.AMeanIncGr.B40,2005,
,Paraguay,5.1.AMeanIncGr.B40,2004,
,Paraguay,5.1.AMeanIncGr.B40,2003,
,Paraguay,5.1.AMeanIncGr.B40,2002,
,Paraguay,5.1.AMeanIncGr.B40,2001,
,Paraguay,5.1.AMeanIncGr.B40,2000,
,Uruguay,5.1.AMeanIncGr.B40,2014,
,Uruguay,5.1.AMeanIncGr.B40,2013,
,Uruguay,5.1.AMeanIncGr.B40,2012,
,Uruguay,5.1.AMeanIncGr.B40,2011,
,Uruguay,5.1.AMeanIncGr.B40,2010,
,Uruguay,5.1.AMeanIncGr.B40,2009,7.59461271
,Uruguay,5.1.AMeanIncGr.B40,2008,
,Uruguay,5.1.AMeanIncGr.B40,2007,
,Uruguay,5.1.AMeanIncGr.B40,2006,
,Uruguay,5.1.AMeanIncGr.B40,2005,
,Uruguay,5.1.AMeanIncGr.B40,2004,
,Uruguay,5.1.AMeanIncGr.B40,2003,
,Uruguay,5.1.AMeanIncGr.B40,2002,
,Uruguay,5.1.AMeanIncGr.B40,2001,
,Uruguay,5.1.AMeanIncGr.B40,2000,
,Argentina,5.2.AMeanIncGr.All,2014,-0.43109523
,Argentina,5.2.AMeanIncGr.All,2013,
,Argentina,5.2.AMeanIncGr.All,2012,
,Argentina,5.2.AMeanIncGr.All,2011,
,Argentina,5.2.AMeanIncGr.All,2010,
,Argentina,5.2.AMeanIncGr.All,2009,
,Argentina,5.2.AMeanIncGr.All,2008,
,Argentina,5.2.AMeanIncGr.All,2007,
,Argentina,5.2.AMeanIncGr.All,2006,
,Argentina,5.2.AMeanIncGr.All,2005,
,Argentina,5.2.AMeanIncGr.All,2004,
,Argentina,5.2.AMeanIncGr.All,2003,
,Argentina,5.2.AMeanIncGr.All,2002,
,Argentina,5.2.AMeanIncGr.All,2001,
,Argentina,5.2.AMeanIncGr.All,2000,
,Bolivia,5.2.AMeanIncGr.All,2014,4.78452281
,Bolivia,5.2.AMeanIncGr.All,2013,
,Bolivia,5.2.AMeanIncGr.All,2012,
,Bolivia,5.2.AMeanIncGr.All,2011,
,Bolivia,5.2.AMeanIncGr.All,2010,
,Bolivia,5.2.AMeanIncGr.All,2009,
,Bolivia,5.2.AMeanIncGr.All,2008,
,Bolivia,5.2.AMeanIncGr.All,2007,
,Bolivia,5.2.AMeanIncGr.All,2006,
,Bolivia,5.2.AMeanIncGr.All,2005,
,Bolivia,5.2.AMeanIncGr.All,2004,
,Bolivia,5.2.AMeanIncGr.All,2003,
,Bolivia,5.2.AMeanIncGr.All,2002,
,Bolivia,5.2.AMeanIncGr.All,2001,
,Bolivia,5.2.AMeanIncGr.All,2000,
,Brazil,5.2.AMeanIncGr.All,2014,4.07340536
,Brazil,5.2.AMeanIncGr.All,2013,
,Brazil,5.2.AMeanIncGr.All,2012,
,Brazil,5.2.AMeanIncGr.All,2011,
,Brazil,5.2.AMeanIncGr.All,2010,
,Brazil,5.2.AMeanIncGr.All,2009,
,Brazil,5.2.AMeanIncGr.All,2008,
,Brazil,5.2.AMeanIncGr.All,2007,
,Brazil,5.2.AMeanIncGr.All,2006,
,Brazil,5.2.AMeanIncGr.All,2005,
,Brazil,5.2.AMeanIncGr.All,2004,
,Brazil,5.2.AMeanIncGr.All,2003,
,Brazil,5.2.AMeanIncGr.All,2002,
,Brazil,5.2.AMeanIncGr.All,2001,
,Brazil,5.2.AMeanIncGr.All,2000,
,Chile,5.2.AMeanIncGr.All,2014,4.13420753
,Chile,5.2.AMeanIncGr.All,2013,
,Chile,5.2.AMeanIncGr.All,2012,
,Chile,5.2.AMeanIncGr.All,2011,
,Chile,5.2.AMeanIncGr.All,2010,
,Chile,5.2.AMeanIncGr.All,2009,
,Chile,5.2.AMeanIncGr.All,2008,
,Chile,5.2.AMeanIncGr.All,2007,
,Chile,5.2.AMeanIncGr.All,2006,
,Chile,5.2.AMeanIncGr.All,2005,
,Chile,5.2.AMeanIncGr.All,2004,
,Chile,5.2.AMeanIncGr.All,2003,
,Chile,5.2.AMeanIncGr.All,2002,
,Chile,5.2.AMeanIncGr.All,2001,
,Chile,5.2.AMeanIncGr.All,2000,
,Paraguay,5.2.AMeanIncGr.All,2014,8.15871985
,Paraguay,5.2.AMeanIncGr.All,2013,
,Paraguay,5.2.AMeanIncGr.All,2012,
,Paraguay,5.2.AMeanIncGr.All,2011,
,Paraguay,5.2.AMeanIncGr.All,2010,
,Paraguay,5.2.AMeanIncGr.All,2009,
,Paraguay,5.2.AMeanIncGr.All,2008,
,Paraguay,5.2.AMeanIncGr.All,2007,
,Paraguay,5.2.AMeanIncGr.All,2006,
,Paraguay,5.2.AMeanIncGr.All,2005,
,Paraguay,5.2.AMeanIncGr.All,2004,
,Paraguay,5.2.AMeanIncGr.All,2003,
,Paraguay,5.2.AMeanIncGr.All,2002,
,Paraguay,5.2.AMeanIncGr.All,2001,
,Paraguay,5.2.AMeanIncGr.All,2000,
,Uruguay,5.2.AMeanIncGr.All,2014,3.12147691
,Uruguay,5.2.AMeanIncGr.All,2013,
,Uruguay,5.2.AMeanIncGr.All,2012,
,Uruguay,5.2.AMeanIncGr.All,2011,
,Uruguay,5.2.AMeanIncGr.All,2010,
,Uruguay,5.2.AMeanIncGr.All,2009,
,Uruguay,5.2.AMeanIncGr.All,2008,
,Uruguay,5.2.AMeanIncGr.All,2007,
,Uruguay,5.2.AMeanIncGr.All,2006,
,Uruguay,5.2.AMeanIncGr.All,2005,
,Uruguay,5.2.AMeanIncGr.All,2004,
,Uruguay,5.2.AMeanIncGr.All,2003,
,Uruguay,5.2.AMeanIncGr.All,2002,
,Uruguay,5.2.AMeanIncGr.All,2001,
,Uruguay,5.2.AMeanIncGr.All,2000,
,Argentina,5.2.AMeanIncGr.B40,2014,1.39197935
,Argentina,5.2.AMeanIncGr.B40,2013,
,Argentina,5.2.AMeanIncGr.B40,2012,
,Argentina,5.2.AMeanIncGr.B40,2011,
,Argentina,5.2.AMeanIncGr.B40,2010,
,Argentina,5.2.AMeanIncGr.B40,2009,
,Argentina,5.2.AMeanIncGr.B40,2008,
,Argentina,5.2.AMeanIncGr.B40,2007,
,Argentina,5.2.AMeanIncGr.B40,2006,
,Argentina,5.2.AMeanIncGr.B40,2005,
,Argentina,5.2.AMeanIncGr.B40,2004,
,Argentina,5.2.AMeanIncGr.B40,2003,
,Argentina,5.2.AMeanIncGr.B40,2002,
,Argentina,5.2.AMeanIncGr.B40,2001,
,Argentina,5.2.AMeanIncGr.B40,2000,
,Bolivia,5.2.AMeanIncGr.B40,2014,6.30632042
,Bolivia,5.2.AMeanIncGr.B40,2013,
,Bolivia,5.2.AMeanIncGr.B40,2012,
,Bolivia,5.2.AMeanIncGr.B40,2011,
,Bolivia,5.2.AMeanIncGr.B40,2010,
,Bolivia,5.2.AMeanIncGr.B40,2009,
,Bolivia,5.2.AMeanIncGr.B40,2008,
,Bolivia,5.2.AMeanIncGr.B40,2007,
,Bolivia,5.2.AMeanIncGr.B40,2006,
,Bolivia,5.2.AMeanIncGr.B40,2005,
,Bolivia,5.2.AMeanIncGr.B40,2004,
,Bolivia,5.2.AMeanIncGr.B40,2003,
,Bolivia,5.2.AMeanIncGr.B40,2002,
,Bolivia,5.2.AMeanIncGr.B40,2001,
,Bolivia,5.2.AMeanIncGr.B40,2000,
,Brazil,5.2.AMeanIncGr.B40,2014,6.14750075
,Brazil,5.2.AMeanIncGr.B40,2013,
,Brazil,5.2.AMeanIncGr.B40,2012,
,Brazil,5.2.AMeanIncGr.B40,2011,
,Brazil,5.2.AMeanIncGr.B40,2010,
,Brazil,5.2.AMeanIncGr.B40,2009,
,Brazil,5.2.AMeanIncGr.B40,2008,
,Brazil,5.2.AMeanIncGr.B40,2007,
,Brazil,5.2.AMeanIncGr.B40,2006,
,Brazil,5.2.AMeanIncGr.B40,2005,
,Brazil,5.2.AMeanIncGr.B40,2004,
,Brazil,5.2.AMeanIncGr.B40,2003,
,Brazil,5.2.AMeanIncGr.B40,2002,
,Brazil,5.2.AMeanIncGr.B40,2001,
,Brazil,5.2.AMeanIncGr.B40,2000,
,Chile,5.2.AMeanIncGr.B40,2014,5.56760665
,Chile,5.2.AMeanIncGr.B40,2013,
,Chile,5.2.AMeanIncGr.B40,2012,
,Chile,5.2.AMeanIncGr.B40,2011,
,Chile,5.2.AMeanIncGr.B40,2010,
,Chile,5.2.AMeanIncGr.B40,2009,
,Chile,5.2.AMeanIncGr.B40,2008,
,Chile,5.2.AMeanIncGr.B40,2007,
,Chile,5.2.AMeanIncGr.B40,2006,
,Chile,5.2.AMeanIncGr.B40,2005,
,Chile,5.2.AMeanIncGr.B40,2004,
,Chile,5.2.AMeanIncGr.B40,2003,
,Chile,5.2.AMeanIncGr.B40,2002,
,Chile,5.2.AMeanIncGr.B40,2001,
,Chile,5.2.AMeanIncGr.B40,2000,
,Paraguay,5.2.AMeanIncGr.B40,2014,7.99569129
,Paraguay,5.2.AMeanIncGr.B40,2013,
,Paraguay,5.2.AMeanIncGr.B40,2012,
,Paraguay,5.2.AMeanIncGr.B40,2011,
,Paraguay,5.2.AMeanIncGr.B40,2010,
,Paraguay,5.2.AMeanIncGr.B40,2009,
,Paraguay,5.2.AMeanIncGr.B40,2008,
,Paraguay,5.2.AMeanIncGr.B40,2007,
,Paraguay,5.2.AMeanIncGr.B40,2006,
,Paraguay,5.2.AMeanIncGr.B40,2005,
,Paraguay,5.2.AMeanIncGr.B40,2004,
,Paraguay,5.2.AMeanIncGr.B40,2003,
,Paraguay,5.2.AMeanIncGr.B40,2002,
,Paraguay,5.2.AMeanIncGr.B40,2001,
,Paraguay,5.2.AMeanIncGr.B40,2000,
,Uruguay,5.2.AMeanIncGr.B40,2014,5.80288252
,Uruguay,5.2.AMeanIncGr.B40,2013,
,Uruguay,5.2.AMeanIncGr.B40,2012,
,Uruguay,5.2.AMeanIncGr.B40,2011,
,Uruguay,5.2.AMeanIncGr.B40,2010,
,Uruguay,5.2.AMeanIncGr.B40,2009,
,Uruguay,5.2.AMeanIncGr.B40,2008,
,Uruguay,5.2.AMeanIncGr.B40,2007,
,Uruguay,5.2.AMeanIncGr.B40,2006,
