country_iso3,country,indicator,year,value
URY,Uruguay,NV.SRV.TOTL.ZS,2004,56.273519277708
URY,Uruguay,NV.SRV.TOTL.ZS,2003,59.0093214071737
URY,Uruguay,NV.SRV.TOTL.ZS,2002,63.9198443320638
URY,Uruguay,NV.SRV.TOTL.ZS,2001,65.9101028907415
URY,Uruguay,NV.SRV.TOTL.ZS,2000,65.3222562241522
ARG,Argentina,NY.ADJ.AEDU.CD,2024,
ARG,Argentina,NY.ADJ.AEDU.CD,2023,
ARG,Argentina,NY.ADJ.AEDU.CD,2022,
ARG,Argentina,NY.ADJ.AEDU.CD,2021,24056828336.1412
ARG,Argentina,NY.ADJ.AEDU.CD,2020,18923282005.2854
ARG,Argentina,NY.ADJ.AEDU.CD,2019,20778236310.9186
ARG,Argentina,NY.ADJ.AEDU.CD,2018,24944169422.8991
ARG,Argentina,NY.ADJ.AEDU.CD,2017,31276869360.7932
ARG,Argentina,NY.ADJ.AEDU.CD,2016,27576671454.3937
ARG,Argentina,NY.ADJ.AEDU.CD,2015,30652512478.7175
ARG,Argentina,NY.ADJ.AEDU.CD,2014,26250654225.5219
ARG,Argentina,NY.ADJ.AEDU.CD,2013,28254626630.7062
ARG,Argentina,NY.ADJ.AEDU.CD,2012,27749973043.2723
ARG,Argentina,NY.ADJ.AEDU.CD,2011,25044026118.456
ARG,Argentina,NY.ADJ.AEDU.CD,2010,18495499593.0454
ARG,Argentina,NY.ADJ.AEDU.CD,2009,15524002166.8099
ARG,Argentina,NY.ADJ.AEDU.CD,2008,14986157936.6764
ARG,Argentina,NY.ADJ.AEDU.CD,2007,10807776572.6183
ARG,Argentina,NY.ADJ.AEDU.CD,2006,8276227139.29315
ARG,Argentina,NY.ADJ.AEDU.CD,2005,6147752543.41906
ARG,Argentina,NY.ADJ.AEDU.CD,2004,4829932414.46608
ARG,Argentina,NY.ADJ.AEDU.CD,2003,4579703000.00678
ARG,Argentina,NY.ADJ.AEDU.CD,2002,3988842928.40618
ARG,Argentina,NY.ADJ.AEDU.CD,2001,12839722430.52
ARG,Argentina,NY.ADJ.AEDU.CD,2000,12726174569.4
BOL,Bolivia,NY.ADJ.AEDU.CD,2024,
BOL,Bolivia,NY.ADJ.AEDU.CD,2023,
BOL,Bolivia,NY.ADJ.AEDU.CD,2022,
BOL,Bolivia,NY.ADJ.AEDU.CD,2021,2393602405.97924
BOL,Bolivia,NY.ADJ.AEDU.CD,2020,2201748043.47514
BOL,Bolivia,NY.ADJ.AEDU.CD,2019,2435613261.21767
BOL,Bolivia,NY.ADJ.AEDU.CD,2018,2390169165.21955
BOL,Bolivia,NY.ADJ.AEDU.CD,2017,2213058943.94389
BOL,Bolivia,NY.ADJ.AEDU.CD,2016,2025869999.22436
BOL,Bolivia,NY.ADJ.AEDU.CD,2015,1937884511.12232
BOL,Bolivia,NY.ADJ.AEDU.CD,2014,1902932281.05354
BOL,Bolivia,NY.ADJ.AEDU.CD,2013,1744968206.41274
BOL,Bolivia,NY.ADJ.AEDU.CD,2012,1542140161.24271
BOL,Bolivia,NY.ADJ.AEDU.CD,2011,1505011677.97319
BOL,Bolivia,NY.ADJ.AEDU.CD,2010,1352646269.73079
BOL,Bolivia,NY.ADJ.AEDU.CD,2009,1228297766.25926
BOL,Bolivia,NY.ADJ.AEDU.CD,2008,1026373447.91457
BOL,Bolivia,NY.ADJ.AEDU.CD,2007,731320003.906387
BOL,Bolivia,NY.ADJ.AEDU.CD,2006,577051405.779119
BOL,Bolivia,NY.ADJ.AEDU.CD,2005,512755400.804596
BOL,Bolivia,NY.ADJ.AEDU.CD,2004,499968415.544352
BOL,Bolivia,NY.ADJ.AEDU.CD,2003,492506837.618811
BOL,Bolivia,NY.ADJ.AEDU.CD,2002,476678604.88145
BOL,Bolivia,NY.ADJ.AEDU.CD,2001,431412531.0206
BOL,Bolivia,NY.ADJ.AEDU.CD,2000,393091525.21711
BRA,Brazil,NY.ADJ.AEDU.CD,2024,
BRA,Brazil,NY.ADJ.AEDU.CD,2023,
BRA,Brazil,NY.ADJ.AEDU.CD,2022,
BRA,Brazil,NY.ADJ.AEDU.CD,2021,93093055234.6571
BRA,Brazil,NY.ADJ.AEDU.CD,2020,84300734788.896
BRA,Brazil,NY.ADJ.AEDU.CD,2019,108395081599.484
BRA,Brazil,NY.ADJ.AEDU.CD,2018,113133968716.868
BRA,Brazil,NY.ADJ.AEDU.CD,2017,127192184991.617
BRA,Brazil,NY.ADJ.AEDU.CD,2016,109562539081.556
BRA,Brazil,NY.ADJ.AEDU.CD,2015,108035841225.78
BRA,Brazil,NY.ADJ.AEDU.CD,2014,136502179787.782
BRA,Brazil,NY.ADJ.AEDU.CD,2013,135377264140.842
BRA,Brazil,NY.ADJ.AEDU.CD,2012,133163941630.802
BRA,Brazil,NY.ADJ.AEDU.CD,2011,139938624966.176
BRA,Brazil,NY.ADJ.AEDU.CD,2010,115380448270.68
BRA,Brazil,NY.ADJ.AEDU.CD,2009,88027173370.9113
BRA,Brazil,NY.ADJ.AEDU.CD,2008,85358903005.2787
BRA,Brazil,NY.ADJ.AEDU.CD,2007,66319341686.0201
BRA,Brazil,NY.ADJ.AEDU.CD,2006,51728308126.1618
BRA,Brazil,NY.ADJ.AEDU.CD,2005,38011083187.8122
BRA,Brazil,NY.ADJ.AEDU.CD,2004,25331293955.5229
BRA,Brazil,NY.ADJ.AEDU.CD,2003,20566563137.6572
BRA,Brazil,NY.ADJ.AEDU.CD,2002,18278664337.8236
BRA,Brazil,NY.ADJ.AEDU.CD,2001,20697116694.2884
BRA,Brazil,NY.ADJ.AEDU.CD,2000,24699012563.2457
CHL,Chile,NY.ADJ.AEDU.CD,2024,
CHL,Chile,NY.ADJ.AEDU.CD,2023,
CHL,Chile,NY.ADJ.AEDU.CD,2022,
CHL,Chile,NY.ADJ.AEDU.CD,2021,16511373520.1087
CHL,Chile,NY.ADJ.AEDU.CD,2020,13094109974.4347
CHL,Chile,NY.ADJ.AEDU.CD,2019,14825699203.1222
CHL,Chile,NY.ADJ.AEDU.CD,2018,14150056540.2504
CHL,Chile,NY.ADJ.AEDU.CD,2017,14005406539.2464
CHL,Chile,NY.ADJ.AEDU.CD,2016,12353298808.8908
CHL,Chile,NY.ADJ.AEDU.CD,2015,11641165727.0719
CHL,Chile,NY.ADJ.AEDU.CD,2014,11764298574.2868
CHL,Chile,NY.ADJ.AEDU.CD,2013,12105714506.5183
CHL,Chile,NY.ADJ.AEDU.CD,2012,11768535116.875
CHL,Chile,NY.ADJ.AEDU.CD,2011,9449083698.76322
CHL,Chile,NY.ADJ.AEDU.CD,2010,8588858961.24387
CHL,Chile,NY.ADJ.AEDU.CD,2009,6754122678.47423
CHL,Chile,NY.ADJ.AEDU.CD,2008,6624815152.35758
CHL,Chile,NY.ADJ.AEDU.CD,2007,5275775990.14968
CHL,Chile,NY.ADJ.AEDU.CD,2006,4465617891.47233
CHL,Chile,NY.ADJ.AEDU.CD,2005,3785239665.51084
CHL,Chile,NY.ADJ.AEDU.CD,2004,3203049331.14362
CHL,Chile,NY.ADJ.AEDU.CD,2003,2680060674.98843
CHL,Chile,NY.ADJ.AEDU.CD,2002,2487352874.77179
CHL,Chile,NY.ADJ.AEDU.CD,2001,2452038042.55095
CHL,Chile,NY.ADJ.AEDU.CD,2000,2575012578.87294
PRY,Paraguay,NY.ADJ.AEDU.CD,2024,
PRY,Paraguay,NY.ADJ.AEDU.CD,2023,
PRY,Paraguay,NY.ADJ.AEDU.CD,2022,
PRY,Paraguay,NY.ADJ.AEDU.CD,2021,1233772672.35851
PRY,Paraguay,NY.ADJ.AEDU.CD,2020,1102675441.51106
PRY,Paraguay,NY.ADJ.AEDU.CD,2019,1195477488.37949
PRY,Paraguay,NY.ADJ.AEDU.CD,2018,1274642374.17273
PRY,Paraguay,NY.ADJ.AEDU.CD,2017,1247959777.27891
PRY,Paraguay,NY.ADJ.AEDU.CD,2016,1163116649.54566
PRY,Paraguay,NY.ADJ.AEDU.CD,2015,1299252221.49427
PRY,Paraguay,NY.ADJ.AEDU.CD,2014,1598160370.38943
PRY,Paraguay,NY.ADJ.AEDU.CD,2013,1660104971.20067
PRY,Paraguay,NY.ADJ.AEDU.CD,2012,1554266208.10704
PRY,Paraguay,NY.ADJ.AEDU.CD,2011,1565341652.58777
PRY,Paraguay,NY.ADJ.AEDU.CD,2010,979949336.678059
PRY,Paraguay,NY.ADJ.AEDU.CD,2009,782565364.372392
PRY,Paraguay,NY.ADJ.AEDU.CD,2008,842909272.510425
PRY,Paraguay,NY.ADJ.AEDU.CD,2007,590168901.920038
PRY,Paraguay,NY.ADJ.AEDU.CD,2006,440352762.868157
PRY,Paraguay,NY.ADJ.AEDU.CD,2005,353308797.271082
PRY,Paraguay,NY.ADJ.AEDU.CD,2004,326185437.252259
PRY,Paraguay,NY.ADJ.AEDU.CD,2003,300343446.147363
PRY,Paraguay,NY.ADJ.AEDU.CD,2002,270526411.430883
PRY,Paraguay,NY.ADJ.AEDU.CD,2001,349092938.373657
PRY,Paraguay,NY.ADJ.AEDU.CD,2000,376265848.082895
URY,Uruguay,NY.ADJ.AEDU.CD,2024,
URY,Uruguay,NY.ADJ.AEDU.CD,2023,
URY,Uruguay,NY.ADJ.AEDU.CD,2022,
URY,Uruguay,NY.ADJ.AEDU.CD,2021,2516634621.53591
URY,Uruguay,NY.ADJ.AEDU.CD,2020,2345128211.93107
URY,Uruguay,NY.ADJ.AEDU.CD,2019,2774672041.47526
URY,Uruguay,NY.ADJ.AEDU.CD,2018,2898331130.51011
URY,Uruguay,NY.ADJ.AEDU.CD,2017,2780416369.43598
URY,Uruguay,NY.ADJ.AEDU.CD,2016,2405563727.82173
URY,Uruguay,NY.ADJ.AEDU.CD,2015,2328454346.5154
URY,Uruguay,NY.ADJ.AEDU.CD,2014,2516086927.70779
URY,Uruguay,NY.ADJ.AEDU.CD,2013,2490703302.12899
URY,Uruguay,NY.ADJ.AEDU.CD,2012,2103401027.47441
URY,Uruguay,NY.ADJ.AEDU.CD,2011,1992236397.9069
URY,Uruguay,NY.ADJ.AEDU.CD,2010,1549438129.89777
URY,Uruguay,NY.ADJ.AEDU.CD,2009,1130172896.4569
URY,Uruguay,NY.ADJ.AEDU.CD,2008,997498788.918954
URY,Uruguay,NY.ADJ.AEDU.CD,2007,705406704.565884
URY,Uruguay,NY.ADJ.AEDU.CD,2006,531550850.677029
URY,Uruguay,NY.ADJ.AEDU.CD,2005,449098486.03307
URY,Uruguay,NY.ADJ.AEDU.CD,2004,300329879.120444
URY,Uruguay,NY.ADJ.AEDU.CD,2003,230997354.311263
URY,Uruguay,NY.ADJ.AEDU.CD,2002,292026543.917621
URY,Uruguay,NY.ADJ.AEDU.CD,2001,461823649.364463
URY,Uruguay,NY.ADJ.AEDU.CD,2000,523412022.868523
ARG,Argentina,NY.ADJ.AEDU.GN.ZS,2024,
ARG,Argentina,NY.ADJ.AEDU.GN.ZS,2023,
ARG,Argentina,NY.ADJ.AEDU.GN.ZS,2022,
ARG,Argentina,NY.ADJ.AEDU.GN.ZS,2021,5.03900899926811
ARG,Argentina,NY.ADJ.AEDU.GN.ZS,2020,5.03900899926811
ARG,Argentina,NY.ADJ.AEDU.GN.ZS,2019,4.83027517380104
ARG,Argentina,NY.ADJ.AEDU.GN.ZS,2018,4.9287630963461
ARG,Argentina,NY.ADJ.AEDU.GN.ZS,2017,4.98673995645437
ARG,Argentina,NY.ADJ.AEDU.GN.ZS,2016,5.05761305212922
ARG,Argentina,NY.ADJ.AEDU.GN.ZS,2015,5.25217630361376
ARG,Argentina,NY.ADJ.AEDU.GN.ZS,2014,5.09195199193834
ARG,Argentina,NY.ADJ.AEDU.GN.ZS,2013,5.23053907030045
ARG,Argentina,NY.ADJ.AEDU.GN.ZS,2012,5.20565501677847
ARG,Argentina,NY.ADJ.AEDU.GN.ZS,2011,4.86282750838924
ARG,Argentina,NY.ADJ.AEDU.GN.ZS,2010,4.52
ARG,Argentina,NY.ADJ.AEDU.GN.ZS,2009,4.81
ARG,Argentina,NY.ADJ.AEDU.GN.ZS,2008,4.25
ARG,Argentina,NY.ADJ.AEDU.GN.ZS,2007,3.86
ARG,Argentina,NY.ADJ.AEDU.GN.ZS,2006,3.68
ARG,Argentina,NY.ADJ.AEDU.GN.ZS,2005,3.48999999999999
ARG,Argentina,NY.ADJ.AEDU.GN.ZS,2004,3.3
ARG,Argentina,NY.ADJ.AEDU.GN.ZS,2003,3.74
ARG,Argentina,NY.ADJ.AEDU.GN.ZS,2002,4.3
ARG,Argentina,NY.ADJ.AEDU.GN.ZS,2001,4.92
ARG,Argentina,NY.ADJ.AEDU.GN.ZS,2000,4.6
BOL,Bolivia,NY.ADJ.AEDU.GN.ZS,2024,
BOL,Bolivia,NY.ADJ.AEDU.GN.ZS,2023,
BOL,Bolivia,NY.ADJ.AEDU.GN.ZS,2022,
BOL,Bolivia,NY.ADJ.AEDU.GN.ZS,2021,6.08
BOL,Bolivia,NY.ADJ.AEDU.GN.ZS,2020,6.08
BOL,Bolivia,NY.ADJ.AEDU.GN.ZS,2019,6.08
BOL,Bolivia,NY.ADJ.AEDU.GN.ZS,2018,6.08
BOL,Bolivia,NY.ADJ.AEDU.GN.ZS,2017,6.08
BOL,Bolivia,NY.ADJ.AEDU.GN.ZS,2016,6.08
BOL,Bolivia,NY.ADJ.AEDU.GN.ZS,2015,6.08
BOL,Bolivia,NY.ADJ.AEDU.GN.ZS,2014,6.08
BOL,Bolivia,NY.ADJ.AEDU.GN.ZS,2013,6.06912367148717
BOL,Bolivia,NY.ADJ.AEDU.GN.ZS,2012,6.05824734297434
BOL,Bolivia,NY.ADJ.AEDU.GN.ZS,2011,6.55
BOL,Bolivia,NY.ADJ.AEDU.GN.ZS,2010,7.21
BOL,Bolivia,NY.ADJ.AEDU.GN.ZS,2009,7.37
BOL,Bolivia,NY.ADJ.AEDU.GN.ZS,2008,6.36
BOL,Bolivia,NY.ADJ.AEDU.GN.ZS,2007,5.78999999999983
BOL,Bolivia,NY.ADJ.AEDU.GN.ZS,2006,5.22
BOL,Bolivia,NY.ADJ.AEDU.GN.ZS,2005,5.58999999999994
BOL,Bolivia,NY.ADJ.AEDU.GN.ZS,2004,5.95999999999997
BOL,Bolivia,NY.ADJ.AEDU.GN.ZS,2003,6.33
BOL,Bolivia,NY.ADJ.AEDU.GN.ZS,2002,6.19
BOL,Bolivia,NY.ADJ.AEDU.GN.ZS,2001,5.44
BOL,Bolivia,NY.ADJ.AEDU.GN.ZS,2000,4.81
BRA,Brazil,NY.ADJ.AEDU.GN.ZS,2024,
BRA,Brazil,NY.ADJ.AEDU.GN.ZS,2023,
BRA,Brazil,NY.ADJ.AEDU.GN.ZS,2022,
BRA,Brazil,NY.ADJ.AEDU.GN.ZS,2021,5.94603465392286
BRA,Brazil,NY.ADJ.AEDU.GN.ZS,2020,5.94603465392286
BRA,Brazil,NY.ADJ.AEDU.GN.ZS,2019,5.94603465392286
BRA,Brazil,NY.ADJ.AEDU.GN.ZS,2018,6.07057917403265
BRA,Brazil,NY.ADJ.AEDU.GN.ZS,2017,6.28131125549751
BRA,Brazil,NY.ADJ.AEDU.GN.ZS,2016,6.23363170006062
BRA,Brazil,NY.ADJ.AEDU.GN.ZS,2015,6.10958007539543
BRA,Brazil,NY.ADJ.AEDU.GN.ZS,2014,5.66345554555424
BRA,Brazil,NY.ADJ.AEDU.GN.ZS,2013,5.55178246017415
BRA,Brazil,NY.ADJ.AEDU.GN.ZS,2012,5.54
BRA,Brazil,NY.ADJ.AEDU.GN.ZS,2011,5.49
BRA,Brazil,NY.ADJ.AEDU.GN.ZS,2010,5.39
BRA,Brazil,NY.ADJ.AEDU.GN.ZS,2009,5.4
BRA,Brazil,NY.ADJ.AEDU.GN.ZS,2008,5.16
BRA,Brazil,NY.ADJ.AEDU.GN.ZS,2007,4.85
BRA,Brazil,NY.ADJ.AEDU.GN.ZS,2006,4.79
BRA,Brazil,NY.ADJ.AEDU.GN.ZS,2005,4.39
BRA,Brazil,NY.ADJ.AEDU.GN.ZS,2004,3.9
BRA,Brazil,NY.ADJ.AEDU.GN.ZS,2003,3.80499999999999
BRA,Brazil,NY.ADJ.AEDU.GN.ZS,2002,3.71
BRA,Brazil,NY.ADJ.AEDU.GN.ZS,2001,3.82
BRA,Brazil,NY.ADJ.AEDU.GN.ZS,2000,3.88
CHL,Chile,NY.ADJ.AEDU.GN.ZS,2024,
CHL,Chile,NY.ADJ.AEDU.GN.ZS,2023,
CHL,Chile,NY.ADJ.AEDU.GN.ZS,2022,
CHL,Chile,NY.ADJ.AEDU.GN.ZS,2021,5.5288416385867
CHL,Chile,NY.ADJ.AEDU.GN.ZS,2020,5.5288416385867
CHL,Chile,NY.ADJ.AEDU.GN.ZS,2019,5.5288416385867
CHL,Chile,NY.ADJ.AEDU.GN.ZS,2018,4.99481572048264
CHL,Chile,NY.ADJ.AEDU.GN.ZS,2017,5.27269322260078
CHL,Chile,NY.ADJ.AEDU.GN.ZS,2016,5.09701991695057
CHL,Chile,NY.ADJ.AEDU.GN.ZS,2015,4.92134661130037
CHL,Chile,NY.ADJ.AEDU.GN.ZS,2014,4.74567330565021
CHL,Chile,NY.ADJ.AEDU.GN.ZS,2013,4.57
CHL,Chile,NY.ADJ.AEDU.GN.ZS,2012,4.66
CHL,Chile,NY.ADJ.AEDU.GN.ZS,2011,4.12
CHL,Chile,NY.ADJ.AEDU.GN.ZS,2010,4.23
CHL,Chile,NY.ADJ.AEDU.GN.ZS,2009,4.23
CHL,Chile,NY.ADJ.AEDU.GN.ZS,2008,4.00224966489327
CHL,Chile,NY.ADJ.AEDU.GN.ZS,2007,3.39
CHL,Chile,NY.ADJ.AEDU.GN.ZS,2006,3.25
CHL,Chile,NY.ADJ.AEDU.GN.ZS,2005,3.36
CHL,Chile,NY.ADJ.AEDU.GN.ZS,2004,3.49
CHL,Chile,NY.ADJ.AEDU.GN.ZS,2003,3.69
CHL,Chile,NY.ADJ.AEDU.GN.ZS,2002,3.68
CHL,Chile,NY.ADJ.AEDU.GN.ZS,2001,3.545
CHL,Chile,NY.ADJ.AEDU.GN.ZS,2000,3.41
PRY,Paraguay,NY.ADJ.AEDU.GN.ZS,2024,
PRY,Paraguay,NY.ADJ.AEDU.GN.ZS,2023,
PRY,Paraguay,NY.ADJ.AEDU.GN.ZS,2022,
PRY,Paraguay,NY.ADJ.AEDU.GN.ZS,2021,3.21718079056815
PRY,Paraguay,NY.ADJ.AEDU.GN.ZS,2020,3.21718079056815
PRY,Paraguay,NY.ADJ.AEDU.GN.ZS,2019,3.24815538189995
PRY,Paraguay,NY.ADJ.AEDU.GN.ZS,2018,3.27912997323176
PRY,Paraguay,NY.ADJ.AEDU.GN.ZS,2017,3.31010456456357
PRY,Paraguay,NY.ADJ.AEDU.GN.ZS,2016,3.34107915589538
PRY,Paraguay,NY.ADJ.AEDU.GN.ZS,2015,3.72580936692151
PRY,Paraguay,NY.ADJ.AEDU.GN.ZS,2014,4.11053957794767
PRY,Paraguay,NY.ADJ.AEDU.GN.ZS,2013,4.49526978897383
PRY,Paraguay,NY.ADJ.AEDU.GN.ZS,2012,4.88
PRY,Paraguay,NY.ADJ.AEDU.GN.ZS,2011,4.84
PRY,Paraguay,NY.ADJ.AEDU.GN.ZS,2010,3.79
PRY,Paraguay,NY.ADJ.AEDU.GN.ZS,2009,3.69333333333333
PRY,Paraguay,NY.ADJ.AEDU.GN.ZS,2008,3.59666666666667
PRY,Paraguay,NY.ADJ.AEDU.GN.ZS,2007,3.5
PRY,Paraguay,NY.ADJ.AEDU.GN.ZS,2006,3.63666666666664
PRY,Paraguay,NY.ADJ.AEDU.GN.ZS,2005,3.77333333333332
PRY,Paraguay,NY.ADJ.AEDU.GN.ZS,2004,3.91
PRY,Paraguay,NY.ADJ.AEDU.GN.ZS,2003,4.59
PRY,Paraguay,NY.ADJ.AEDU.GN.ZS,2002,4.1
PRY,Paraguay,NY.ADJ.AEDU.GN.ZS,2001,4.61
PRY,Paraguay,NY.ADJ.AEDU.GN.ZS,2000,4.86
URY,Uruguay,NY.ADJ.AEDU.GN.ZS,2024,
URY,Uruguay,NY.ADJ.AEDU.GN.ZS,2023,
URY,Uruguay,NY.ADJ.AEDU.GN.ZS,2022,
URY,Uruguay,NY.ADJ.AEDU.GN.ZS,2021,4.62960400140192
URY,Uruguay,NY.ADJ.AEDU.GN.ZS,2020,4.62960400140192
URY,Uruguay,NY.ADJ.AEDU.GN.ZS,2019,4.76156907322803
URY,Uruguay,NY.ADJ.AEDU.GN.ZS,2018,4.76060307392764
URY,Uruguay,NY.ADJ.AEDU.GN.ZS,2017,4.58231071781121
URY,Uruguay,NY.ADJ.AEDU.GN.ZS,2016,4.4077021483488
URY,Uruguay,NY.ADJ.AEDU.GN.ZS,2015,4.58119236391205
URY,Uruguay,NY.ADJ.AEDU.GN.ZS,2014,4.70310441855026
URY,Uruguay,NY.ADJ.AEDU.GN.ZS,2013,4.57292485501175
URY,Uruguay,NY.ADJ.AEDU.GN.ZS,2012,4.43640001928318
URY,Uruguay,NY.ADJ.AEDU.GN.ZS,2011,4.2998751835545
URY,Uruguay,NY.ADJ.AEDU.GN.ZS,2010,3.99525333675808
URY,Uruguay,NY.ADJ.AEDU.GN.ZS,2009,3.69063148996167
URY,Uruguay,NY.ADJ.AEDU.GN.ZS,2008,3.38600964316536
URY,Uruguay,NY.ADJ.AEDU.GN.ZS,2007,3.08138779636895
URY,Uruguay,NY.ADJ.AEDU.GN.ZS,2006,2.77676594957253
URY,Uruguay,NY.ADJ.AEDU.GN.ZS,2005,2.66321886447055
URY,Uruguay,NY.ADJ.AEDU.GN.ZS,2004,2.29339650507534
URY,Uruguay,NY.ADJ.AEDU.GN.ZS,2003,1.99910125343536
URY,Uruguay,NY.ADJ.AEDU.GN.ZS,2002,2.13406786233654
URY,Uruguay,NY.ADJ.AEDU.GN.ZS,2001,2.21703393116826
URY,Uruguay,NY.ADJ.AEDU.GN.ZS,2000,2.3
ARG,Argentina,NY.ADJ.DCO2.CD,2024,
ARG,Argentina,NY.ADJ.DCO2.CD,2023,
ARG,Argentina,NY.ADJ.DCO2.CD,2022,
ARG,Argentina,NY.ADJ.DCO2.CD,2021,7518223851.95938
ARG,Argentina,NY.ADJ.DCO2.CD,2020,6384229885.27047
ARG,Argentina,NY.ADJ.DCO2.CD,2019,6854936831.35632
ARG,Argentina,NY.ADJ.DCO2.CD,2018,6930719865.14242
ARG,Argentina,NY.ADJ.DCO2.CD,2017,6709633358.67709
ARG,Argentina,NY.ADJ.DCO2.CD,2016,6577560414.07564
ARG,Argentina,NY.ADJ.DCO2.CD,2015,6452096662.95937
ARG,Argentina,NY.ADJ.DCO2.CD,2014,6047268154.97273
ARG,Argentina,NY.ADJ.DCO2.CD,2013,5923626993.64566
ARG,Argentina,NY.ADJ.DCO2.CD,2012,5529226046.82631
ARG,Argentina,NY.ADJ.DCO2.CD,2011,5268886273.0743
ARG,Argentina,NY.ADJ.DCO2.CD,2010,4778853761.47861
ARG,Argentina,NY.ADJ.DCO2.CD,2009,4324068573.75875
ARG,Argentina,NY.ADJ.DCO2.CD,2008,4488075091.94876
ARG,Argentina,NY.ADJ.DCO2.CD,2007,4192886265.48481
ARG,Argentina,NY.ADJ.DCO2.CD,2006,3798734740.30407
ARG,Argentina,NY.ADJ.DCO2.CD,2005,3396639415.47338
ARG,Argentina,NY.ADJ.DCO2.CD,2004,3119187291.23785
ARG,Argentina,NY.ADJ.DCO2.CD,2003,2682504705.38226
ARG,Argentina,NY.ADJ.DCO2.CD,2002,2367344968.76467
ARG,Argentina,NY.ADJ.DCO2.CD,2001,2430900893.11091
ARG,Argentina,NY.ADJ.DCO2.CD,2000,2455144321.09474
BOL,Bolivia,NY.ADJ.DCO2.CD,2024,
BOL,Bolivia,NY.ADJ.DCO2.CD,2023,
BOL,Bolivia,NY.ADJ.DCO2.CD,2022,
BOL,Bolivia,NY.ADJ.DCO2.CD,2021,974465190.236202
BOL,Bolivia,NY.ADJ.DCO2.CD,2020,860380175.080998
BOL,Bolivia,NY.ADJ.DCO2.CD,2019,911001096.360326
BOL,Bolivia,NY.ADJ.DCO2.CD,2018,910122243.35541
BOL,Bolivia,NY.ADJ.DCO2.CD,2017,851238861.673232
BOL,Bolivia,NY.ADJ.DCO2.CD,2016,790413317.999067
BOL,Bolivia,NY.ADJ.DCO2.CD,2015,721883729.435675
BOL,Bolivia,NY.ADJ.DCO2.CD,2014,687220144.352975
BOL,Bolivia,NY.ADJ.DCO2.CD,2013,605777727.176586
BOL,Bolivia,NY.ADJ.DCO2.CD,2012,541240247.941929
BOL,Bolivia,NY.ADJ.DCO2.CD,2011,495449527.366598
BOL,Bolivia,NY.ADJ.DCO2.CD,2010,433531942.333538
BOL,Bolivia,NY.ADJ.DCO2.CD,2009,386644677.784711
BOL,Bolivia,NY.ADJ.DCO2.CD,2008,351842757.984956
BOL,Bolivia,NY.ADJ.DCO2.CD,2007,311099235.468855
BOL,Bolivia,NY.ADJ.DCO2.CD,2006,275402137.350634
BOL,Bolivia,NY.ADJ.DCO2.CD,2005,233825779.087073
BOL,Bolivia,NY.ADJ.DCO2.CD,2004,209372511.370739
BOL,Bolivia,NY.ADJ.DCO2.CD,2003,190796974.94511
BOL,Bolivia,NY.ADJ.DCO2.CD,2002,167267927.880289
BOL,Bolivia,NY.ADJ.DCO2.CD,2001,156225069.372049
BOL,Bolivia,NY.ADJ.DCO2.CD,2000,152390828.428123
BRA,Brazil,NY.ADJ.DCO2.CD,2024,
BRA,Brazil,NY.ADJ.DCO2.CD,2023,
BRA,Brazil,NY.ADJ.DCO2.CD,2022,
BRA,Brazil,NY.ADJ.DCO2.CD,2021,19805847888.1779
BRA,Brazil,NY.ADJ.DCO2.CD,2020,17676052829.8101
BRA,Brazil,NY.ADJ.DCO2.CD,2019,17710284795.2684
BRA,Brazil,NY.ADJ.DCO2.CD,2018,17003183439.0591
BRA,Brazil,NY.ADJ.DCO2.CD,2017,17080528336.3663
BRA,Brazil,NY.ADJ.DCO2.CD,2016,16055337206.8509
BRA,Brazil,NY.ADJ.DCO2.CD,2015,16876639823.6001
BRA,Brazil,NY.ADJ.DCO2.CD,2014,17226632509.8911
BRA,Brazil,NY.ADJ.DCO2.CD,2013,15737290826.1582
BRA,Brazil,NY.ADJ.DCO2.CD,2012,14112948489.7918
BRA,Brazil,NY.ADJ.DCO2.CD,2011,12477512520.6176
BRA,Brazil,NY.ADJ.DCO2.CD,2010,11372139866.1751
BRA,Brazil,NY.ADJ.DCO2.CD,2009,9666116944.61778
BRA,Brazil,NY.ADJ.DCO2.CD,2008,10027384807.5157
BRA,Brazil,NY.ADJ.DCO2.CD,2007,9079565098.51784
BRA,Brazil,NY.ADJ.DCO2.CD,2006,8230673887.85277
BRA,Brazil,NY.ADJ.DCO2.CD,2005,7717181270.0815
BRA,Brazil,NY.ADJ.DCO2.CD,2004,7247951190.11638
BRA,Brazil,NY.ADJ.DCO2.CD,2003,6531014076.55877
BRA,Brazil,NY.ADJ.DCO2.CD,2002,6403741828.34935
BRA,Brazil,NY.ADJ.DCO2.CD,2001,6198156851.68261
BRA,Brazil,NY.ADJ.DCO2.CD,2000,5822220603.29467
CHL,Chile,NY.ADJ.DCO2.CD,2024,
CHL,Chile,NY.ADJ.DCO2.CD,2023,
CHL,Chile,NY.ADJ.DCO2.CD,2022,
CHL,Chile,NY.ADJ.DCO2.CD,2021,4302520045.942
CHL,Chile,NY.ADJ.DCO2.CD,2020,3617450841.19984
CHL,Chile,NY.ADJ.DCO2.CD,2019,3725970103.31443
CHL,Chile,NY.ADJ.DCO2.CD,2018,3393271184.0647
CHL,Chile,NY.ADJ.DCO2.CD,2017,3257906260.48839
