country_iso3,indicator,num_points
CHL,NY.GDP.PCAP.KD,25
CHL,NY.GDP.PCAP.KD.ZG,25
CHL,NY.GDP.PCAP.KN,25
CHL,NY.GDP.PCAP.PP.CD,25
CHL,NY.GDP.PCAP.PP.KD,25
CHL,NY.GDS.TOTL.CD,25
CHL,NY.GDS.TOTL.CN,25
CHL,NY.GDS.TOTL.ZS,25
CHL,NY.GDY.TOTL.KN,25
CHL,NY.GNP.ATLS.CD,25
CHL,NY.GNP.MKTP.CD,25
CHL,NY.GNP.MKTP.CN,25
CHL,NY.GNP.MKTP.CN.AD,25
CHL,NY.GNP.MKTP.KD,25
CHL,NY.GNP.MKTP.KD.ZG,25
CHL,NY.GNP.MKTP.KN,25
CHL,NY.GNP.MKTP.PP.CD,25
CHL,NY.GNP.MKTP.PP.KD,25
CHL,NY.GNP.PCAP.CD,25
CHL,NY.GNP.PCAP.CN,25
CHL,NY.GNP.PCAP.KD,25
CHL,NY.GNP.PCAP.KD.ZG,25
CHL,NY.GNP.PCAP.KN,25
CHL,NY.GNP.PCAP.PP.CD,25
CHL,NY.GNP.PCAP.PP.KD,25
CHL,NY.GNS.ICTR.CD,25
CHL,NY.GNS.ICTR.CN,25
CHL,NY.GNS.ICTR.GN.ZS,25
CHL,NY.GNS.ICTR.ZS,25
CHL,NY.GSR.NFCY.CD,25
CHL,NY.GSR.NFCY.CN,25
CHL,NY.TAX.NIND.CD,25
CHL,NY.TAX.NIND.CN,25
CHL,NY.TAX.NIND.KN,25
CHL,NY.TRF.NCTR.CD,25
CHL,NY.TRF.NCTR.CN,25
CHL,NY.TTF.GNFS.KN,25
CHL,PA.NUS.ATLS,25
CHL,PA.NUS.PPP,25
CHL,PA.NUS.PPPC.RF,25
CHL,PA.NUS.PRVT.PP,25
CHL,BX.PEF.TOTL.CD.WD,24
CHL,GC.REV.XGRT.GD.ZS,24
CHL,GC.XPN.TOTL.GD.ZS,24
CHL,NE.GDI.FPRV.CN,24
CHL,NE.GDI.FPRV.ZS,24
CHL,NV.AGR.EMPL.KD,24
CHL,NV.IND.EMPL.KD,24
CHL,NV.SRV.EMPL.KD,24
CHL,BN.TRF.KOGT.CD,23
CHL,NV.MNF.TECH.ZS.UN,23
CHL,NY.ADJ.AEDU.CD,22
CHL,NY.ADJ.AEDU.GN.ZS,22
CHL,NY.ADJ.DCO2.CD,22
CHL,NY.ADJ.DCO2.GN.ZS,22
CHL,NY.ADJ.DFOR.CD,22
CHL,NY.ADJ.DFOR.GN.ZS,22
CHL,NY.ADJ.DKAP.CD,22
CHL,NY.ADJ.DKAP.GN.ZS,22
CHL,NY.ADJ.DMIN.CD,22
CHL,NY.ADJ.DMIN.GN.ZS,22
CHL,NY.ADJ.DNGY.CD,22
CHL,NY.ADJ.DNGY.GN.ZS,22
CHL,NY.ADJ.DPEM.CD,22
CHL,NY.ADJ.DPEM.GN.ZS,22
CHL,NY.ADJ.DRES.GN.ZS,22
CHL,NY.ADJ.ICTR.GN.ZS,22
CHL,NY.ADJ.NNAT.CD,22
CHL,NY.ADJ.NNAT.GN.ZS,22
CHL,NY.ADJ.NNTY.CD,22
CHL,NY.ADJ.NNTY.KD,22
CHL,NY.ADJ.NNTY.KD.ZG,22
CHL,NY.ADJ.NNTY.PC.CD,22
CHL,NY.ADJ.NNTY.PC.KD,22
CHL,NY.ADJ.NNTY.PC.KD.ZG,22
CHL,NY.ADJ.SVNG.CD,22
CHL,NY.ADJ.SVNG.GN.ZS,22
CHL,NY.ADJ.SVNX.CD,22
CHL,NY.ADJ.SVNX.GN.ZS,22
CHL,BX.GRT.EXTA.CD.WD,18
CHL,BX.GRT.TECH.CD.WD,18
CHL,DT.ODA.ODAT.CD,18
CHL,DT.ODA.ODAT.GN.ZS,18
CHL,DT.ODA.ODAT.PC.ZS,18
CHL,DT.NFL.MIBR.CD,17
CHL,DT.NFL.MIDA.CD,16
CHL,NY.TRF.NCTR.KN,9
CHL,NE.RSB.GNFS.KN,7
CHL,NY.GDP.DISC.KN,7
CHL,NV.MNF.CHEM.ZS.UN,5
CHL,NV.MNF.FBTO.ZS.UN,5
CHL,NV.MNF.MTRN.ZS.UN,5
CHL,NV.MNF.OTHR.ZS.UN,5
CHL,NV.MNF.TXTL.ZS.UN,5
CHL,DT.NFL.NIFC.CD,1
CHL,GC.DOD.TOTL.GD.ZS,1
CHL,NE.GDI.STKB.KN,1
CHL,BX.TRF.PWKR.CD,0
CHL,DT.DOD.DECT.CD,0
CHL,DT.DOD.DECT.GN.ZS,0
CHL,DT.DOD.DIMF.CD,0
CHL,DT.DOD.DLXF.CD,0
CHL,DT.DOD.DPNG.CD,0
CHL,DT.DOD.DPPG.CD,0
CHL,DT.DOD.DSTC.CD,0
CHL,DT.DOD.DSTC.IR.ZS,0
CHL,DT.DOD.DSTC.XP.ZS,0
CHL,DT.DOD.DSTC.ZS,0
CHL,DT.DOD.MIBR.CD,0
CHL,DT.DOD.MIDA.CD,0
CHL,DT.DOD.MWBG.CD,0
CHL,DT.DOD.PVLX.CD,0
CHL,DT.DOD.PVLX.EX.ZS,0
CHL,DT.DOD.PVLX.GN.ZS,0
CHL,DT.NFL.BLAT.CD,0
CHL,DT.NFL.BOND.CD,0
CHL,DT.NFL.DPNG.CD,0
CHL,DT.NFL.IMFC.CD,0
CHL,DT.NFL.IMFN.CD,0
CHL,DT.NFL.MLAT.CD,0
CHL,DT.NFL.MOTH.CD,0
CHL,DT.NFL.OFFT.CD,0
CHL,DT.NFL.PBND.CD,0
CHL,DT.NFL.PCBK.CD,0
CHL,DT.NFL.PCBO.CD,0
CHL,DT.NFL.PNGB.CD,0
CHL,DT.NFL.PNGC.CD,0
CHL,DT.NFL.PROP.CD,0
CHL,DT.NFL.PRVT.CD,0
CHL,DT.NFL.RDBC.CD,0
CHL,DT.NFL.RDBN.CD,0
CHL,DT.TDS.DECT.CD,0
CHL,DT.TDS.DECT.EX.ZS,0
CHL,DT.TDS.DECT.GN.ZS,0
CHL,DT.TDS.DIMF.CD,0
CHL,DT.TDS.DPPF.XP.ZS,0
CHL,DT.TDS.DPPG.CD,0
CHL,DT.TDS.DPPG.GN.ZS,0
CHL,DT.TDS.DPPG.XP.ZS,0
CHL,DT.TDS.MLAT.CD,0
CHL,DT.TDS.MLAT.PG.ZS,0
CHL,FI.RES.TOTL.DT.ZS,0
CHL,NV.FSM.TOTL.CN,0
CHL,NV.FSM.TOTL.KN,0
CHL,NY.GSR.NFCY.KN,0
PRY,BG.GSR.NFSV.GD.ZS,25
PRY,BM.GSR.CMCP.ZS,25
PRY,BM.GSR.FCTY.CD,25
PRY,BM.GSR.GNFS.CD,25
PRY,BM.GSR.INSF.ZS,25
PRY,BM.GSR.MRCH.CD,25
PRY,BM.GSR.NFSV.CD,25
PRY,BM.GSR.ROYL.CD,25
PRY,BM.GSR.TOTL.CD,25
PRY,BM.GSR.TRAN.ZS,25
PRY,BM.GSR.TRVL.ZS,25
PRY,BM.KLT.DINV.CD.WD,25
PRY,BM.KLT.DINV.WD.GD.ZS,25
PRY,BN.CAB.XOKA.CD,25
PRY,BN.CAB.XOKA.GD.ZS,25
PRY,BN.FIN.TOTL.CD,25
PRY,BN.GSR.FCTY.CD,25
PRY,BN.GSR.GNFS.CD,25
PRY,BN.GSR.MRCH.CD,25
PRY,BN.KAC.EOMS.CD,25
PRY,BN.KLT.DINV.CD,25
PRY,BN.RES.INCL.CD,25
PRY,BN.TRF.CURR.CD,25
PRY,BN.TRF.KOGT.CD,25
PRY,BX.GSR.CCIS.CD,25
PRY,BX.GSR.CCIS.ZS,25
PRY,BX.GSR.CMCP.ZS,25
PRY,BX.GSR.FCTY.CD,25
PRY,BX.GSR.GNFS.CD,25
PRY,BX.GSR.INSF.ZS,25
PRY,BX.GSR.MRCH.CD,25
PRY,BX.GSR.NFSV.CD,25
PRY,BX.GSR.TOTL.CD,25
PRY,BX.GSR.TRAN.ZS,25
PRY,BX.GSR.TRVL.ZS,25
PRY,BX.KLT.DINV.CD.WD,25
PRY,BX.KLT.DINV.WD.GD.ZS,25
PRY,BX.TRF.CURR.CD,25
PRY,BX.TRF.PWKR.CD,25
PRY,BX.TRF.PWKR.CD.DT,25
PRY,BX.TRF.PWKR.DT.GD.ZS,25
PRY,FP.CPI.TOTL.ZG,25
PRY,NE.CON.GOVT.CD,25
PRY,NE.CON.GOVT.CN,25
PRY,NE.CON.GOVT.KD,25
PRY,NE.CON.GOVT.KD.ZG,25
PRY,NE.CON.GOVT.KN,25
PRY,NE.CON.GOVT.ZS,25
PRY,NE.CON.PRVT.CD,25
PRY,NE.CON.PRVT.CN,25
PRY,NE.CON.PRVT.CN.AD,25
PRY,NE.CON.PRVT.KD,25
PRY,NE.CON.PRVT.KD.ZG,25
PRY,NE.CON.PRVT.KN,25
PRY,NE.CON.PRVT.PC.KD,25
PRY,NE.CON.PRVT.PC.KD.ZG,25
PRY,NE.CON.PRVT.PP.CD,25
PRY,NE.CON.PRVT.PP.KD,25
PRY,NE.CON.PRVT.ZS,25
PRY,NE.CON.TOTL.CD,25
PRY,NE.CON.TOTL.CN,25
PRY,NE.CON.TOTL.KD,25
PRY,NE.CON.TOTL.KD.ZG,25
PRY,NE.CON.TOTL.KN,25
PRY,NE.CON.TOTL.ZS,25
PRY,NE.DAB.DEFL.ZS,25
PRY,NE.DAB.TOTL.CD,25
PRY,NE.DAB.TOTL.CN,25
PRY,NE.DAB.TOTL.KD,25
PRY,NE.DAB.TOTL.KN,25
PRY,NE.DAB.TOTL.ZS,25
PRY,NE.EXP.GNFS.CD,25
PRY,NE.EXP.GNFS.CN,25
PRY,NE.EXP.GNFS.KD,25
PRY,NE.EXP.GNFS.KD.ZG,25
PRY,NE.EXP.GNFS.KN,25
PRY,NE.EXP.GNFS.ZS,25
PRY,NE.GDI.FTOT.CD,25
PRY,NE.GDI.FTOT.CN,25
PRY,NE.GDI.FTOT.KD,25
PRY,NE.GDI.FTOT.KD.ZG,25
PRY,NE.GDI.FTOT.KN,25
PRY,NE.GDI.FTOT.ZS,25
PRY,NE.GDI.STKB.CD,25
PRY,NE.GDI.STKB.CN,25
PRY,NE.GDI.STKB.KN,25
PRY,NE.GDI.TOTL.CD,25
PRY,NE.GDI.TOTL.CN,25
PRY,NE.GDI.TOTL.KD,25
PRY,NE.GDI.TOTL.KD.ZG,25
PRY,NE.GDI.TOTL.KN,25
PRY,NE.GDI.TOTL.ZS,25
PRY,NE.IMP.GNFS.CD,25
PRY,NE.IMP.GNFS.CN,25
PRY,NE.IMP.GNFS.KD,25
PRY,NE.IMP.GNFS.KD.ZG,25
PRY,NE.IMP.GNFS.KN,25
PRY,NE.IMP.GNFS.ZS,25
PRY,NE.RSB.GNFS.CD,25
PRY,NE.RSB.GNFS.CN,25
PRY,NE.RSB.GNFS.ZS,25
PRY,NE.TRD.GNFS.ZS,25
PRY,NV.AGR.TOTL.CD,25
PRY,NV.AGR.TOTL.CN,25
PRY,NV.AGR.TOTL.KD,25
PRY,NV.AGR.TOTL.KD.ZG,25
PRY,NV.AGR.TOTL.KN,25
PRY,NV.AGR.TOTL.ZS,25
PRY,NV.IND.MANF.CD,25
PRY,NV.IND.MANF.CN,25
PRY,NV.IND.MANF.KD,25
PRY,NV.IND.MANF.KD.ZG,25
PRY,NV.IND.MANF.KN,25
PRY,NV.IND.MANF.ZS,25
PRY,NV.IND.TOTL.CD,25
PRY,NV.IND.TOTL.CN,25
PRY,NV.IND.TOTL.KD,25
PRY,NV.IND.TOTL.KD.ZG,25
PRY,NV.IND.TOTL.KN,25
PRY,NV.IND.TOTL.ZS,25
PRY,NV.SRV.TOTL.CD,25
PRY,NV.SRV.TOTL.CN,25
PRY,NV.SRV.TOTL.KD,25
PRY,NV.SRV.TOTL.KD.ZG,25
PRY,NV.SRV.TOTL.KN,25
PRY,NV.SRV.TOTL.ZS,25
PRY,NY.EXP.CAPM.KN,25
PRY,NY.GDP.DEFL.KD.ZG,25
PRY,NY.GDP.DEFL.ZS,25
PRY,NY.GDP.DISC.CN,25
PRY,NY.GDP.FCST.CD,25
PRY,NY.GDP.FCST.CN,25
PRY,NY.GDP.FCST.KD,25
PRY,NY.GDP.FCST.KN,25
PRY,NY.GDP.MKTP.CD,25
PRY,NY.GDP.MKTP.CN,25
PRY,NY.GDP.MKTP.CN.AD,25
PRY,NY.GDP.MKTP.KD,25
PRY,NY.GDP.MKTP.KD.ZG,25
PRY,NY.GDP.MKTP.KN,25
PRY,NY.GDP.MKTP.PP.CD,25
PRY,NY.GDP.MKTP.PP.KD,25
PRY,NY.GDP.PCAP.CD,25
PRY,NY.GDP.PCAP.CN,25
PRY,NY.GDP.PCAP.KD,25
PRY,NY.GDP.PCAP.KD.ZG,25
PRY,NY.GDP.PCAP.KN,25
PRY,NY.GDP.PCAP.PP.CD,25
PRY,NY.GDP.PCAP.PP.KD,25
PRY,NY.GDS.TOTL.CD,25
PRY,NY.GDS.TOTL.CN,25
PRY,NY.GDS.TOTL.ZS,25
PRY,NY.GDY.TOTL.KN,25
PRY,NY.GNP.ATLS.CD,25
PRY,NY.GNP.MKTP.CD,25
PRY,NY.GNP.MKTP.CN,25
PRY,NY.GNP.MKTP.CN.AD,25
PRY,NY.GNP.MKTP.KD,25
PRY,NY.GNP.MKTP.KD.ZG,25
PRY,NY.GNP.MKTP.KN,25
PRY,NY.GNP.MKTP.PP.CD,25
PRY,NY.GNP.MKTP.PP.KD,25
PRY,NY.GNP.PCAP.CD,25
PRY,NY.GNP.PCAP.CN,25
PRY,NY.GNP.PCAP.KD,25
PRY,NY.GNP.PCAP.KD.ZG,25
PRY,NY.GNP.PCAP.KN,25
PRY,NY.GNP.PCAP.PP.CD,25
PRY,NY.GNP.PCAP.PP.KD,25
PRY,NY.GNS.ICTR.CD,25
PRY,NY.GNS.ICTR.CN,25
PRY,NY.GNS.ICTR.GN.ZS,25
PRY,NY.GNS.ICTR.ZS,25
PRY,NY.GSR.NFCY.CD,25
PRY,NY.GSR.NFCY.CN,25
PRY,NY.TAX.NIND.CD,25
PRY,NY.TAX.NIND.CN,25
PRY,NY.TAX.NIND.KN,25
PRY,NY.TRF.NCTR.CD,25
PRY,NY.TRF.NCTR.CN,25
PRY,NY.TTF.GNFS.KN,25
PRY,PA.NUS.ATLS,25
PRY,PA.NUS.PPP,25
PRY,PA.NUS.PPPC.RF,25
PRY,PA.NUS.PRVT.PP,25
PRY,BX.PEF.TOTL.CD.WD,24
PRY,DT.DOD.DECT.CD,24
PRY,DT.DOD.DECT.GN.ZS,24
PRY,DT.DOD.DIMF.CD,24
PRY,DT.DOD.DLXF.CD,24
PRY,DT.DOD.DPNG.CD,24
PRY,DT.DOD.DPPG.CD,24
PRY,DT.DOD.DSTC.CD,24
PRY,DT.DOD.DSTC.IR.ZS,24
PRY,DT.DOD.DSTC.XP.ZS,24
PRY,DT.DOD.DSTC.ZS,24
PRY,DT.DOD.MIBR.CD,24
PRY,DT.DOD.MIDA.CD,24
PRY,DT.DOD.MWBG.CD,24
PRY,DT.NFL.BLAT.CD,24
PRY,DT.NFL.DPNG.CD,24
PRY,DT.NFL.MIBR.CD,24
PRY,DT.NFL.MIDA.CD,24
PRY,DT.NFL.MLAT.CD,24
PRY,DT.NFL.MOTH.CD,24
PRY,DT.NFL.NIFC.CD,24
PRY,DT.NFL.OFFT.CD,24
PRY,DT.NFL.PNGC.CD,24
PRY,DT.NFL.PRVT.CD,24
PRY,DT.NFL.RDBC.CD,24
PRY,DT.NFL.RDBN.CD,24
PRY,DT.TDS.DECT.CD,24
PRY,DT.TDS.DECT.EX.ZS,24
PRY,DT.TDS.DECT.GN.ZS,24
PRY,DT.TDS.DIMF.CD,24
PRY,DT.TDS.DPPF.XP.ZS,24
PRY,DT.TDS.DPPG.CD,24
PRY,DT.TDS.DPPG.GN.ZS,24
PRY,DT.TDS.DPPG.XP.ZS,24
PRY,DT.TDS.MLAT.CD,24
PRY,DT.TDS.MLAT.PG.ZS,24
PRY,FI.RES.TOTL.CD,24
PRY,FI.RES.TOTL.DT.ZS,24
PRY,FI.RES.TOTL.MO,24
PRY,FI.RES.XGLD.CD,24
PRY,NV.AGR.EMPL.KD,24
PRY,NV.IND.EMPL.KD,24
PRY,NV.SRV.EMPL.KD,24
PRY,BX.GRT.EXTA.CD.WD,23
PRY,BX.GRT.TECH.CD.WD,23
PRY,DT.ODA.ODAT.CD,23
PRY,DT.ODA.ODAT.GN.ZS,23
PRY,DT.ODA.ODAT.PC.ZS,23
PRY,NV.MNF.TECH.ZS.UN,23
PRY,BN.KLT.PTXL.CD,22
PRY,NY.ADJ.AEDU.CD,22
PRY,NY.ADJ.AEDU.GN.ZS,22
PRY,NY.ADJ.DCO2.CD,22
PRY,NY.ADJ.DCO2.GN.ZS,22
PRY,NY.ADJ.DFOR.CD,22
PRY,NY.ADJ.DFOR.GN.ZS,22
PRY,NY.ADJ.DKAP.CD,22
PRY,NY.ADJ.DKAP.GN.ZS,22
PRY,NY.ADJ.DMIN.CD,22
PRY,NY.ADJ.DMIN.GN.ZS,22
PRY,NY.ADJ.DNGY.CD,22
PRY,NY.ADJ.DNGY.GN.ZS,22
PRY,NY.ADJ.DPEM.CD,22
PRY,NY.ADJ.DPEM.GN.ZS,22
PRY,NY.ADJ.DRES.GN.ZS,22
PRY,NY.ADJ.ICTR.GN.ZS,22
PRY,NY.ADJ.NNAT.CD,22
PRY,NY.ADJ.NNAT.GN.ZS,22
PRY,NY.ADJ.NNTY.CD,22
PRY,NY.ADJ.NNTY.KD,22
PRY,NY.ADJ.NNTY.KD.ZG,22
PRY,NY.ADJ.NNTY.PC.CD,22
PRY,NY.ADJ.NNTY.PC.KD,22
PRY,NY.ADJ.NNTY.PC.KD.ZG,22
PRY,NY.ADJ.SVNG.CD,22
PRY,NY.ADJ.SVNG.GN.ZS,22
PRY,NY.ADJ.SVNX.CD,22
PRY,NY.ADJ.SVNX.GN.ZS,22
PRY,BM.TRF.PWKR.CD.DT,20
PRY,DT.NFL.PCBK.CD,20
PRY,DT.NFL.PCBO.CD,20
PRY,GC.REV.XGRT.GD.ZS,19
PRY,GC.XPN.TOTL.GD.ZS,19
PRY,BM.TRF.PRVT.CD,17
PRY,NV.MNF.CHEM.ZS.UN,15
PRY,NV.MNF.FBTO.ZS.UN,15
PRY,NV.MNF.OTHR.ZS.UN,15
PRY,NV.MNF.TXTL.ZS.UN,15
PRY,DT.NFL.BOND.CD,11
PRY,DT.NFL.PBND.CD,11
PRY,NE.RSB.GNFS.KN,11
PRY,NY.GDP.DISC.KN,11
PRY,DT.NFL.PNGB.CD,7
PRY,DT.NFL.PROP.CD,7
PRY,NY.TRF.NCTR.KN,6
PRY,DT.DOD.PVLX.CD,1
PRY,DT.DOD.PVLX.EX.ZS,1
PRY,DT.DOD.PVLX.GN.ZS,1
PRY,DT.NFL.IMFN.CD,1
PRY,NV.MNF.MTRN.ZS.UN,1
PRY,BX.GSR.ROYL.CD,0
PRY,DT.NFL.IMFC.CD,0
PRY,GC.DOD.TOTL.GD.ZS,0
PRY,NE.GDI.FPRV.CN,0
PRY,NE.GDI.FPRV.ZS,0
PRY,NV.FSM.TOTL.CN,0
PRY,NV.FSM.TOTL.KN,0
PRY,NY.GSR.NFCY.KN,0
URY,BG.GSR.NFSV.GD.ZS,25
URY,BM.GSR.CMCP.ZS,25
URY,BM.GSR.FCTY.CD,25
URY,BM.GSR.GNFS.CD,25
URY,BM.GSR.INSF.ZS,25
URY,BM.GSR.MRCH.CD,25
URY,BM.GSR.NFSV.CD,25
URY,BM.GSR.ROYL.CD,25
URY,BM.GSR.TOTL.CD,25
URY,BM.GSR.TRAN.ZS,25
URY,BM.GSR.TRVL.ZS,25
URY,BM.KLT.DINV.CD.WD,25
URY,BM.KLT.DINV.WD.GD.ZS,25
URY,BM.TRF.PRVT.CD,25
URY,BN.CAB.XOKA.CD,25
URY,BN.CAB.XOKA.GD.ZS,25
URY,BN.FIN.TOTL.CD,25
URY,BN.GSR.FCTY.CD,25
URY,BN.GSR.GNFS.CD,25
URY,BN.GSR.MRCH.CD,25
URY,BN.KAC.EOMS.CD,25
URY,BN.KLT.DINV.CD,25
URY,BN.KLT.PTXL.CD,25
URY,BN.RES.INCL.CD,25
URY,BN.TRF.CURR.CD,25
URY,BX.GSR.CCIS.CD,25
URY,BX.GSR.CCIS.ZS,25
URY,BX.GSR.CMCP.ZS,25
URY,BX.GSR.FCTY.CD,25
URY,BX.GSR.GNFS.CD,25
URY,BX.GSR.INSF.ZS,25
URY,BX.GSR.MRCH.CD,25
URY,BX.GSR.NFSV.CD,25
URY,BX.GSR.TOTL.CD,25
URY,BX.GSR.TRAN.ZS,25
URY,BX.GSR.TRVL.ZS,25
URY,BX.KLT.DINV.CD.WD,25
URY,BX.KLT.DINV.WD.GD.ZS,25
URY,BX.TRF.CURR.CD,25
URY,FI.RES.TOTL.CD,25
URY,FI.RES.TOTL.MO,25
URY,FI.RES.XGLD.CD,25
URY,FP.CPI.TOTL.ZG,25
URY,NE.CON.TOTL.CD,25
URY,NE.CON.TOTL.CN,25
URY,NE.CON.TOTL.KD,25
URY,NE.CON.TOTL.KD.ZG,25
URY,NE.CON.TOTL.KN,25
URY,NE.CON.TOTL.ZS,25
URY,NE.DAB.DEFL.ZS,25
URY,NE.DAB.TOTL.CD,25
URY,NE.DAB.TOTL.CN,25
URY,NE.DAB.TOTL.KD,25
URY,NE.DAB.TOTL.KN,25
URY,NE.DAB.TOTL.ZS,25
URY,NE.EXP.GNFS.CD,25
URY,NE.EXP.GNFS.CN,25
URY,NE.EXP.GNFS.KD,25
URY,NE.EXP.GNFS.KD.ZG,25
URY,NE.EXP.GNFS.KN,25
URY,NE.EXP.GNFS.ZS,25
URY,NE.GDI.FTOT.CD,25
URY,NE.GDI.FTOT.CN,25
URY,NE.GDI.FTOT.KD,25
URY,NE.GDI.FTOT.KD.ZG,25
URY,NE.GDI.FTOT.KN,25
URY,NE.GDI.FTOT.ZS,25
URY,NE.GDI.STKB.CD,25
URY,NE.GDI.STKB.CN,25
URY,NE.GDI.TOTL.CD,25
URY,NE.GDI.TOTL.CN,25
URY,NE.GDI.TOTL.KD,25
URY,NE.GDI.TOTL.KD.ZG,25
URY,NE.GDI.TOTL.KN,25
URY,NE.GDI.TOTL.ZS,25
URY,NE.IMP.GNFS.CD,25
URY,NE.IMP.GNFS.CN,25
URY,NE.IMP.GNFS.KD,25
URY,NE.IMP.GNFS.KD.ZG,25
URY,NE.IMP.GNFS.KN,25
URY,NE.IMP.GNFS.ZS,25
URY,NE.RSB.GNFS.CD,25
URY,NE.RSB.GNFS.CN,25
URY,NE.RSB.GNFS.ZS,25
URY,NE.TRD.GNFS.ZS,25
URY,NV.AGR.TOTL.CD,25
URY,NV.AGR.TOTL.CN,25
URY,NV.AGR.TOTL.KD,25
URY,NV.AGR.TOTL.KD.ZG,25
URY,NV.AGR.TOTL.KN,25
URY,NV.AGR.TOTL.ZS,25
URY,NV.IND.MANF.CD,25
URY,NV.IND.MANF.CN,25
URY,NV.IND.MANF.KD,25
URY,NV.IND.MANF.KD.ZG,25
URY,NV.IND.MANF.KN,25
URY,NV.IND.MANF.ZS,25
URY,NV.IND.TOTL.CD,25
URY,NV.IND.TOTL.CN,25
URY,NV.IND.TOTL.KD,25
URY,NV.IND.TOTL.KD.ZG,25
URY,NV.IND.TOTL.KN,25
URY,NV.IND.TOTL.ZS,25
URY,NV.SRV.TOTL.CD,25
URY,NV.SRV.TOTL.CN,25
URY,NV.SRV.TOTL.KD,25
URY,NV.SRV.TOTL.KD.ZG,25
URY,NV.SRV.TOTL.KN,25
URY,NV.SRV.TOTL.ZS,25
URY,NY.EXP.CAPM.KN,25
URY,NY.GDP.DEFL.KD.ZG,25
URY,NY.GDP.DEFL.ZS,25
URY,NY.GDP.DISC.CN,25
URY,NY.GDP.FCST.CD,25
URY,NY.GDP.FCST.CN,25
URY,NY.GDP.FCST.KD,25
URY,NY.GDP.FCST.KN,25
URY,NY.GDP.MKTP.CD,25
URY,NY.GDP.MKTP.CN,25
URY,NY.GDP.MKTP.CN.AD,25
URY,NY.GDP.MKTP.KD,25
URY,NY.GDP.MKTP.KD.ZG,25
URY,NY.GDP.MKTP.KN,25
URY,NY.GDP.MKTP.PP.CD,25
URY,NY.GDP.MKTP.PP.KD,25
URY,NY.GDP.PCAP.CD,25
URY,NY.GDP.PCAP.CN,25
URY,NY.GDP.PCAP.KD,25
URY,NY.GDP.PCAP.KD.ZG,25
URY,NY.GDP.PCAP.KN,25
URY,NY.GDP.PCAP.PP.CD,25
URY,NY.GDP.PCAP.PP.KD,25
URY,NY.GDS.TOTL.CD,25
URY,NY.GDS.TOTL.CN,25
URY,NY.GDS.TOTL.ZS,25
URY,NY.GDY.TOTL.KN,25
URY,NY.GNP.ATLS.CD,25
URY,NY.GNP.MKTP.CD,25
URY,NY.GNP.MKTP.CN,25
URY,NY.GNP.MKTP.CN.AD,25
URY,NY.GNP.MKTP.KD,25
URY,NY.GNP.MKTP.KD.ZG,25
URY,NY.GNP.MKTP.KN,25
URY,NY.GNP.MKTP.PP.CD,25
URY,NY.GNP.MKTP.PP.KD,25
URY,NY.GNP.PCAP.CD,25
URY,NY.GNP.PCAP.CN,25
URY,NY.GNP.PCAP.KD,25
URY,NY.GNP.PCAP.KD.ZG,25
URY,NY.GNP.PCAP.KN,25
URY,NY.GNP.PCAP.PP.CD,25
URY,NY.GNP.PCAP.PP.KD,25
URY,NY.GNS.ICTR.CD,25
URY,NY.GNS.ICTR.CN,25
URY,NY.GNS.ICTR.GN.ZS,25
URY,NY.GNS.ICTR.ZS,25
URY,NY.GSR.NFCY.CD,25
URY,NY.GSR.NFCY.CN,25
URY,NY.TAX.NIND.CD,25
URY,NY.TAX.NIND.CN,25
URY,NY.TAX.NIND.KN,25
URY,NY.TRF.NCTR.CD,25
URY,NY.TRF.NCTR.CN,25
URY,NY.TTF.GNFS.KN,25
URY,PA.NUS.ATLS,25
URY,PA.NUS.PPP,25
URY,PA.NUS.PPPC.RF,25
URY,PA.NUS.PRVT.PP,25
URY,BX.TRF.PWKR.CD.DT,24
URY,BX.TRF.PWKR.DT.GD.ZS,24
URY,GC.REV.XGRT.GD.ZS,24
URY,GC.XPN.TOTL.GD.ZS,24
URY,NV.AGR.EMPL.KD,24
URY,NV.IND.EMPL.KD,24
URY,NV.SRV.EMPL.KD,24
URY,BX.GSR.ROYL.CD,23
URY,BX.PEF.TOTL.CD.WD,23
URY,BX.TRF.PWKR.CD,23
URY,GC.DOD.TOTL.GD.ZS,23
URY,NV.MNF.TECH.ZS.UN,23
URY,BM.TRF.PWKR.CD.DT,22
URY,NY.ADJ.AEDU.CD,22
URY,NY.ADJ.AEDU.GN.ZS,22
URY,NY.ADJ.DCO2.CD,22
URY,NY.ADJ.DCO2.GN.ZS,22
URY,NY.ADJ.DFOR.CD,22
URY,NY.ADJ.DFOR.GN.ZS,22
URY,NY.ADJ.DKAP.CD,22
URY,NY.ADJ.DKAP.GN.ZS,22
URY,NY.ADJ.DMIN.CD,22
URY,NY.ADJ.DMIN.GN.ZS,22
URY,NY.ADJ.DNGY.CD,22
URY,NY.ADJ.DNGY.GN.ZS,22
URY,NY.ADJ.DPEM.CD,22
URY,NY.ADJ.DPEM.GN.ZS,22
URY,NY.ADJ.DRES.GN.ZS,22
URY,NY.ADJ.ICTR.GN.ZS,22
URY,NY.ADJ.NNAT.CD,22
URY,NY.ADJ.NNAT.GN.ZS,22
URY,NY.ADJ.NNTY.CD,22
URY,NY.ADJ.NNTY.KD,22
URY,NY.ADJ.NNTY.KD.ZG,22
URY,NY.ADJ.NNTY.PC.CD,22
URY,NY.ADJ.NNTY.PC.KD,22
