country_iso3,indicator,year,value
CHL,NY.GDP.DEFL.KD.ZG,2006,12.3498959208792
CHL,NY.GDP.DEFL.KD.ZG,2005,7.12031535233233
CHL,NY.GDP.DEFL.KD.ZG,2004,7.02476170663786
CHL,NY.GDP.DEFL.KD.ZG,2003,4.30030088388355
CHL,NY.GDP.DEFL.KD.ZG,2002,3.34066037242444
CHL,NY.GDP.DEFL.KD.ZG,2001,4.27714698187522
CHL,NY.GDP.DEFL.KD.ZG,2000,4.56004348660028
PRY,NY.GDP.DEFL.KD.ZG,2024,2.58685794298384
PRY,NY.GDP.DEFL.KD.ZG,2023,2.17499450130833
PRY,NY.GDP.DEFL.KD.ZG,2022,8.05446050274443
PRY,NY.GDP.DEFL.KD.ZG,2021,8.44812602664209
PRY,NY.GDP.DEFL.KD.ZG,2020,2.20392146778615
PRY,NY.GDP.DEFL.KD.ZG,2019,3.06187945458328
PRY,NY.GDP.DEFL.KD.ZG,2018,1.96024819846549
PRY,NY.GDP.DEFL.KD.ZG,2017,2.15920929174615
PRY,NY.GDP.DEFL.KD.ZG,2016,4.13475444403026
PRY,NY.GDP.DEFL.KD.ZG,2015,1.60388801037963
PRY,NY.GDP.DEFL.KD.ZG,2014,2.85700648471038
PRY,NY.GDP.DEFL.KD.ZG,2013,4.33767609515789
PRY,NY.GDP.DEFL.KD.ZG,2012,4.79827587865157
PRY,NY.GDP.DEFL.KD.ZG,2011,5.09571053875749
PRY,NY.GDP.DEFL.KD.ZG,2010,4.65570138250342
PRY,NY.GDP.DEFL.KD.ZG,2009,3.64796491881232
PRY,NY.GDP.DEFL.KD.ZG,2008,12.2247550551932
PRY,NY.GDP.DEFL.KD.ZG,2007,12.6355056430918
PRY,NY.GDP.DEFL.KD.ZG,2006,8.8558326538908
PRY,NY.GDP.DEFL.KD.ZG,2005,12.9528241180261
PRY,NY.GDP.DEFL.KD.ZG,2004,11.8350052238006
PRY,NY.GDP.DEFL.KD.ZG,2003,15.144324650951
PRY,NY.GDP.DEFL.KD.ZG,2002,17.949384209928
PRY,NY.GDP.DEFL.KD.ZG,2001,13.9356046926921
PRY,NY.GDP.DEFL.KD.ZG,2000,14.6645054427207
URY,NY.GDP.DEFL.KD.ZG,2024,4.28018446565413
URY,NY.GDP.DEFL.KD.ZG,2023,3.41312548351563
URY,NY.GDP.DEFL.KD.ZG,2022,5.14768051145199
URY,NY.GDP.DEFL.KD.ZG,2021,11.0740404050254
URY,NY.GDP.DEFL.KD.ZG,2020,10.723425814045
URY,NY.GDP.DEFL.KD.ZG,2019,8.25631097039718
URY,NY.GDP.DEFL.KD.ZG,2018,7.52563139154017
URY,NY.GDP.DEFL.KD.ZG,2017,5.68010483514479
URY,NY.GDP.DEFL.KD.ZG,2016,8.1654565431532
URY,NY.GDP.DEFL.KD.ZG,2015,9.85542032172539
URY,NY.GDP.DEFL.KD.ZG,2014,10.2206566034525
URY,NY.GDP.DEFL.KD.ZG,2013,8.99924666884517
URY,NY.GDP.DEFL.KD.ZG,2012,9.41291247372213
URY,NY.GDP.DEFL.KD.ZG,2011,9.87542024568336
URY,NY.GDP.DEFL.KD.ZG,2010,5.74685698442181
URY,NY.GDP.DEFL.KD.ZG,2009,8.6170745452345
URY,NY.GDP.DEFL.KD.ZG,2008,8.90238857828685
URY,NY.GDP.DEFL.KD.ZG,2007,10.3149681755111
URY,NY.GDP.DEFL.KD.ZG,2006,7.41439912975062
URY,NY.GDP.DEFL.KD.ZG,2005,0.677868373740196
URY,NY.GDP.DEFL.KD.ZG,2004,10.1050559964877
URY,NY.GDP.DEFL.KD.ZG,2003,16.5416351537692
URY,NY.GDP.DEFL.KD.ZG,2002,12.6162766389703
URY,NY.GDP.DEFL.KD.ZG,2001,4.82661833265487
URY,NY.GDP.DEFL.KD.ZG,2000,3.53930849282203
